Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Game Phase;Barrido Fuerte;Rally Outcome;Rest Time;Tipo de recepcion;Reves;Match Duration 
Phittayaporn Chaiwan;"5;-18 (8)";23;2;2;3747066;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;2;;;;Construccion;;;;Finta;;
Line Kjaersfeldt;"-13;54 (7)";23;3;9;3747066;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;9;;;;Attack;;;;;;
Phittayaporn Chaiwan;"10;-41 (1)";23;4;5;3748433;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;5;;;;Construccion;;Winner Line Kjaersfeldt;;;;
Phittayaporn Chaiwan;Rest Time (97);23;;;3750766;18000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;3;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Phittayaporn Chaiwan;Rally Time (98);24;;;3768766;1366;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;;;;;;;;;;;
Line Kjaersfeldt;"2;26 (2)";24;1;7;3766766;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;7;Line Kjaersfeldt;Forehand flick;;Construccion;;;;;;
Phittayaporn Chaiwan;"-1;-60 (1)";24;2;11;3767100;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;OUT LENGTH;;;;Construccion;;Unforced Line Kjaersfeldt;;;;
Phittayaporn Chaiwan;Rest Time (98);24;;;3770133;13533;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;3;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Phittayaporn Chaiwan;Rally Time (99);25;;;3783666;6600;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;;;;;;;;;;;
Phittayaporn Chaiwan;"-2;-25 (13)";25;1;7;3781666;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;7;Phittayaporn Chaiwan;Backhand short service;2;Construccion;;;;;;
Line Kjaersfeldt;"4;17 (2)";25;2;3;3782700;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;3;;;;Construccion;;;;Modificada;;
Phittayaporn Chaiwan;"-14;-55 (23)";25;3;12;3782733;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;12;;;;Construccion;;;;;;
Line Kjaersfeldt;"-13;12 (2)";25;4;1;3782733;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;1;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"-14;-56 (8)";25;5;12;3782733;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;12;;;;Defence;;;;;;
Line Kjaersfeldt;"-15;55 (7)";25;6;9;3786133;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;9;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"-19;-53 (1)";25;7;Out;3786133;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;OUT SIDE;;;;Construccion;;Unforced Line Kjaersfeldt;;;;
Line Kjaersfeldt;Rest Time (99);25;;;3790266;16033;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;3;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (100);26;;;3806300;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;;;;;;;;;;;
Phittayaporn Chaiwan;"2;-25 (14)";26;1;6;3804300;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;6;Phittayaporn Chaiwan;Backhand short service;2;Construccion;;;;;;
Line Kjaersfeldt;"-5;19 (2)";26;2;2;3805566;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;2;;;;Construccion;;;;Modificada/Finta;;
Phittayaporn Chaiwan;"-13;-55 (8)";26;3;12;3805566;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;12;;;;Defence;;;;;;
Line Kjaersfeldt;"11;34 (1)";26;4;8;3806533;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;8;;;;Attack;;;;;;
Phittayaporn Chaiwan;"-13;-40 (1)";26;5;8;3807600;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;8;;;;Defence;;;;;;
Line Kjaersfeldt;"-9;55 (1)";26;6;9;3807600;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;9;;;;Attack;;;;;;
Phittayaporn Chaiwan;"12;-31 (1)";26;7;5;3809266;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;5;;;;Construccion;;Winner Line Kjaersfeldt;;;;
Line Kjaersfeldt;Rest Time (100);26;;;3811300;36500;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;3;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (101);27;;;3847800;15733;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;;;;;;;;;;;
Line Kjaersfeldt;"-2;24 (6)";27;1;6;3845800;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;6;Line Kjaersfeldt;Backhand short service;5;Construccion;;;;;;
Phittayaporn Chaiwan;"4;-18 (1)";27;2;2;3846833;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;2;;;;Construccion;;;;;;
Line Kjaersfeldt;"11;14 (2)";27;3;4;3846833;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;4;;;;Defence;;;;;;
Phittayaporn Chaiwan;"14;-55 (10)";27;4;9;3848000;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;9;;;;Construccion;;;;;;
Line Kjaersfeldt;"-14;14 (3)";27;5;1;3848000;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;1;;;;Defence;;;;;;
Phittayaporn Chaiwan;"14;-55 (11)";27;6;9;3849933;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;9;;;;Construccion;;;;;;
Line Kjaersfeldt;"-10;12 (2)";27;7;1;3849933;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;1;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-9;-7 (1)";27;8;4;3851900;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;4;;;;Construccion;;;;;;
Line Kjaersfeldt;"12;55 (4)";27;9;12;3851900;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;12;;;;Defence;;;;;;
Phittayaporn Chaiwan;"13;-15 (1)";27;10;1;3853500;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;1;;;;Defence;;;;;;
Line Kjaersfeldt;"-3;10 (1)";27;11;2;3854766;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;2;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-13;-55 (9)";27;12;12;3855900;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;12;;;;Construccion;;;;;;
Line Kjaersfeldt;"16;11 (1)";27;13;4;3855900;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;4;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-3;-13 (1)";27;14;3;3857933;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;3;;;;Construccion;;;;;;
Line Kjaersfeldt;"15;54 (5)";27;15;12;3857933;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;12;;;;Defence;;;;;;
Phittayaporn Chaiwan;"19;-54 (2)";27;16;Out;3859900;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;OUT SIDE;;;;Construccion;;Error Line Kjaersfeldt;;;;
Phittayaporn Chaiwan;Rest Time (101);27;;;3863533;22833;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;3;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Phittayaporn Chaiwan;Rally Time (102);28;;;3886366;3866;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;;;;;;;;;;;
Phittayaporn Chaiwan;"-2;-25 (14)";28;1;7;3884366;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;7;Phittayaporn Chaiwan;Backhand short service;6;Construccion;;;;;;
Line Kjaersfeldt;"5;16 (4)";28;2;3;3885266;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;3;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"14;-55 (12)";28;3;9;3885266;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;9;;;;Construccion;;;;;;
Line Kjaersfeldt;"14;55 (8)";28;4;12;3885266;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;12;;;;Attack;;;;;;
Phittayaporn Chaiwan;"19;-38 (1)";28;5;Out;3887300;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;OUT SIDE;;;;Construccion;;Unforced Line Kjaersfeldt;;;;
Line Kjaersfeldt;Rest Time (102);28;;;3890233;23733;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;3;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (103);29;;;3913966;6133;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;;;;;;;;;;;
Phittayaporn Chaiwan;"2;-26 (5)";29;1;6;3911966;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;6;Phittayaporn Chaiwan;Backhand short service;6;Construccion;;;;;;
Line Kjaersfeldt;"-4;18 (4)";29;2;2;3912900;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;2;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"-15;-42 (2)";29;3;8;3912900;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;8;;;;Construccion;;;;;;
Line Kjaersfeldt;"-15;54 (6)";29;4;9;3912900;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;9;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"-8;-16 (1)";29;5;4;3912900;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;4;;;;Construccion;;;;;;
Line Kjaersfeldt;"-13;55 (3)";29;6;9;3912900;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;9;;;;Attack;;;;;;
Phittayaporn Chaiwan;"-15;-36 (1)";29;7;8;3915933;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;8;;;;Defence;;;;;;
Line Kjaersfeldt;"-15;5 (1)";29;8;1;3916566;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;1;;;;Attack;;;;;;
Phittayaporn Chaiwan;"4;-38 (1)";29;9;6;3917466;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;6;;;;Construccion;;Winner Line Kjaersfeldt;;;;
Line Kjaersfeldt;Rest Time (103);29;;;3920100;17633;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;3;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (104);30;;;3937733;14200;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;;;;;;;;;;;
Line Kjaersfeldt;"2;26 (3)";30;1;7;3935733;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;7;Line Kjaersfeldt;Forehand short service;7;Construccion;;;;;;
Phittayaporn Chaiwan;"-8;-17 (2)";30;2;4;3936866;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;4;;;;Construccion;;;;;;
Line Kjaersfeldt;"12;54 (2)";30;3;12;3936866;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;12;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-12;-55 (4)";30;4;12;3937666;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;12;;;;Construccion;;;;;;
Line Kjaersfeldt;"-14;12 (7)";30;5;1;3937666;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;1;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-14;-55 (24)";30;6;12;3939733;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;12;;;;Construccion;;;;;;
Line Kjaersfeldt;"-12;11 (1)";30;7;1;3939733;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;1;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"16;-55 (1)";30;8;9;3939733;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;9;;;;Defence;;;;;;
Line Kjaersfeldt;"13;55 (12)";30;9;12;3943533;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;12;;;;Attack;;;;;;
Phittayaporn Chaiwan;"12;-38 (2)";30;10;5;3944000;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;5;;;;Defence;;;;;;
Line Kjaersfeldt;"-10;15 (1)";30;11;1;3944466;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;1;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-10;-14 (1)";30;12;4;3945600;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;4;;;;Construccion;;;;;;
Line Kjaersfeldt;"-14;54 (9)";30;13;9;3945600;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;9;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"14;-17 (3)";30;14;1;3945600;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;1;;;;Defence;;;;;;
Line Kjaersfeldt;"11;7 (1)";30;15;4;3948266;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;4;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"8;2 (1)";30;16;4;3948266;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;NET;;;;Construccion;;Unforced Line Kjaersfeldt;;;;
Phittayaporn Chaiwan;Rest Time (104);30;;;3951933;42766;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;3;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Phittayaporn Chaiwan;Rally Time (105);31;;;3994700;9366;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;;;;;;;;;;;
Phittayaporn Chaiwan;"-1;-26 (3)";31;1;7;3992700;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;7;Phittayaporn Chaiwan;Backhand short service;6;Construccion;;;;;;
Line Kjaersfeldt;"5;18 (4)";31;2;3;3993666;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;3;;;;Construccion;;;;Modificada;;
Phittayaporn Chaiwan;"-14;-14 (2)";31;3;4;3993666;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;4;;;;Construccion;;;;;;
Line Kjaersfeldt;"-14;54 (10)";31;4;9;3993666;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;9;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-11;-17 (2)";31;5;4;3995500;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;4;;;;Construccion;;;;;;
Line Kjaersfeldt;"13;55 (13)";31;6;12;3995500;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;12;;;;Defence;;;;;;
Phittayaporn Chaiwan;"12;-8 (2)";31;7;1;3997333;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;1;;;;Construccion;;;;;;
Line Kjaersfeldt;"12;7 (2)";31;8;4;3997333;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;4;;;;Defence;;;;;;
Phittayaporn Chaiwan;"3;-55 (1)";31;9;10;3999600;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;10;;;;Construccion;;;;;;
Line Kjaersfeldt;"15;17 (1)";31;10;4;3999600;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;4;;;;Construccion;;Winner Phittayaporn Chaiwan;;;;
Line Kjaersfeldt;Rest Time (105);31;;;4004066;19066;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;3;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
