Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Game Phase;Barrido Fuerte;Rally Outcome;Rest Time;Tipo de recepcion;Reves;Match Duration
Phittayaporn Chaiwan;"-2;23 (1)";9;1;6;543033;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;6;Phittayaporn Chaiwan;Backhand short service;3;Construccion;;;;;;
Line Kjaersfeldt;"9;-18 (1)";9;2;1;544033;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;1;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"-14;54 (1)";9;3;9;544033;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;9;;;;Construccion;;;;;;
Line Kjaersfeldt;"-14;-37 (1)";9;4;8;544033;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;8;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"-4;11 (1)";9;5;2;544033;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;2;;;;Construccion;;;;;;
Line Kjaersfeldt;"-14;-54 (1)";9;6;12;544033;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;12;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"-14;11 (2)";9;7;1;544033;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;1;;;;Defence;;;;;;
Line Kjaersfeldt;"4;-5 (1)";9;8;2;548166;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;2;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"-14;10 (1)";9;9;1;548166;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;1;;;;Defence;;;;;;
Line Kjaersfeldt;"12;-5 (1)";9;10;1;549866;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;1;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"12;6 (1)";9;11;4;549866;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;4;;;;Defence;;;;;;
Line Kjaersfeldt;"12;-55 (1)";9;12;9;552466;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;9;;;;Attack;;;;;;
Phittayaporn Chaiwan;"3;37 (1)";9;13;7;553766;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;7;;;;Defence;;;;;;
Line Kjaersfeldt;"3;1 (2)";9;14;3;554233;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;NET;;;;Construccion;;Error Phittayaporn Chaiwan;;;;
Line Kjaersfeldt;Rest Time (9);9;;;556933;31833;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;1;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (10);10;;;588766;2700;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;;;;;;;;;;;
Line Kjaersfeldt;"-1;-25 (1)";10;1;7;586766;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;7;Line Kjaersfeldt;Forehand short service;5;Construccion;;;;;;
Phittayaporn Chaiwan;"4;19 (1)";10;2;3;587866;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;3;;;;Construccion;;;;;;
Line Kjaersfeldt;"13;-54 (1)";10;3;9;587866;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;9;;;;Attack;;;;;;
Phittayaporn Chaiwan;"15;41 (1)";10;4;8;588866;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;8;;;;Construccion;;Winner Line Kjaersfeldt;;;;
Phittayaporn Chaiwan;Rest Time (10);10;;;591466;11933;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;1;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Phittayaporn Chaiwan;Rally Time (11);11;;;603400;17600;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;;;;;;;;;;;
Line Kjaersfeldt;"2;-25 (2)";11;1;6;601400;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;6;Line Kjaersfeldt;Forehand long service;11;Construccion;;;;;;
Phittayaporn Chaiwan;"-14;55 (1)";11;2;9;602933;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;9;;;;Construccion;;;;;;
Line Kjaersfeldt;"14;-17 (1)";11;3;1;602933;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;1;;;;Defence;;;;;;
Phittayaporn Chaiwan;"9;7 (1)";11;4;4;603733;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;4;;;;Construccion;;;;;;
Line Kjaersfeldt;"3;-6 (1)";11;5;2;603733;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;2;;;;Defence;;;;;;
Phittayaporn Chaiwan;"3;54 (1)";11;6;11;606233;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;11;;;;Attack;;;;;;
Line Kjaersfeldt;"-3;-38 (2)";11;7;7;607700;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;7;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-14;15 (1)";11;8;1;608400;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;1;;;;Construccion;;;;;;
Line Kjaersfeldt;"-14;-16 (1)";11;9;4;608400;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;4;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-15;11 (1)";11;10;1;610333;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;1;;;;Defence;;;;;;
Line Kjaersfeldt;"12;-54 (1)";11;11;9;611900;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;9;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"-11;13 (1)";11;12;1;611900;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;1;;;;Defence;;;;;;
Line Kjaersfeldt;"-4;-8 (1)";11;13;3;613566;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;3;;;;Defence;;;;;;
Phittayaporn Chaiwan;"15;55 (1)";11;14;12;615166;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;12;;;;Construccion;;;;;;
Line Kjaersfeldt;"14;-55 (1)";11;15;9;615166;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;9;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"15;55 (2)";11;16;12;615166;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;12;;;;Construccion;;;;;;
Line Kjaersfeldt;"16;1 (1)";11;17;4;615166;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;NET;;;;Construccion;;Unforced Phittayaporn Chaiwan;;;;
Phittayaporn Chaiwan;Rest Time (11);11;;;621000;20133;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;1;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Phittayaporn Chaiwan;Rally Time (12);12;;;641133;4133;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;;;;;;;;;;;
Line Kjaersfeldt;"-2;-25 (2)";12;1;7;639133;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;7;Line Kjaersfeldt;Forehand short service;7;Construccion;;;;;;
Phittayaporn Chaiwan;"12;19 (1)";12;2;4;640033;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;4;;;;Construccion;;;;Finta;;
Line Kjaersfeldt;"13;-55 (1)";12;3;9;640066;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;9;;;;Defence;;;;;;
Phittayaporn Chaiwan;"13;55 (1)";12;4;12;641166;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;12;;;;Construccion;;;;;;
Line Kjaersfeldt;"14;-17 (2)";12;5;1;641166;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;1;;;;Construccion;;Winner Phittayaporn Chaiwan;;;;
Phittayaporn Chaiwan;Rest Time (12);12;;;645266;16433;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;1;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Phittayaporn Chaiwan;Rally Time (13);13;;;661700;4566;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;;;;;;;;;;;
Phittayaporn Chaiwan;"2;24 (1)";13;1;7;659700;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;7;Phittayaporn Chaiwan;Backhand short service;2;Construccion;;;;;;
Line Kjaersfeldt;"-4;-18 (1)";13;2;3;660733;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;3;;;;Construccion;;;;Finta;;
Phittayaporn Chaiwan;"13;54 (1)";13;3;12;660900;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;12;;;;Defence;F;;;;;
Line Kjaersfeldt;"14;-38 (2)";13;4;5;661800;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;5;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"15;56 (1)";13;5;12;661800;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;12;;;;Defence;;;;;;
Line Kjaersfeldt;"13;1 (1)";13;6;4;663400;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;NET;;;;Construccion;;Error Phittayaporn Chaiwan;;;;
Line Kjaersfeldt;Rest Time (13);13;;;666266;18133;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;1;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (14);14;;;684400;18800;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;;;;;;;;;;;
Line Kjaersfeldt;"2;-25 (3)";14;1;6;682400;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;6;Line Kjaersfeldt;Forehand short service;5;Construccion;;;;;;
Phittayaporn Chaiwan;"-2;18 (1)";14;2;2;683466;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;2;;;;Construccion;;;;Finta;;
Line Kjaersfeldt;"10;-55 (1)";14;3;9;683466;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;9;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-11;54 (1)";14;4;9;684900;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;9;;;;Construccion;;;;;;
Line Kjaersfeldt;"13;-16 (1)";14;5;1;684900;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;1;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-14;53 (1)";14;6;9;686400;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;9;;;;Construccion;;;;;;
Line Kjaersfeldt;"-14;-38 (1)";14;7;8;686400;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;8;;;;Defence;;;;;;
Phittayaporn Chaiwan;"2;7 (1)";14;8;3;688033;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;3;;;;Construccion;;;;;;
Line Kjaersfeldt;"-15;-9 (2)";14;9;4;688033;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;4;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-15;56 (3)";14;10;9;690466;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;9;;;;Construccion;;;;;;
Line Kjaersfeldt;"-14;-55 (2)";14;11;12;690466;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;12;;;;Defence;;;;;;
Phittayaporn Chaiwan;"15;11 (1)";14;12;4;692333;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;4;;;;Construccion;;;;;;
Line Kjaersfeldt;"14;-12 (1)";14;13;1;692333;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;1;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"14;56 (1)";14;14;12;692333;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;12;;;;Construccion;;;;;;
Line Kjaersfeldt;"10;-12 (1)";14;15;1;692333;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;1;;;;Defence;;;;;;
Phittayaporn Chaiwan;"13;8 (1)";14;16;4;696700;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;4;;;;Defence;;;;;;
Line Kjaersfeldt;"-15;-55 (1)";14;17;12;698400;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;12;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"-14;54 (2)";14;18;9;698400;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;9;;;;Construccion;;;;;;
Line Kjaersfeldt;"12;-14 (1)";14;19;1;698400;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;1;;;;Construccion;;Winner Phittayaporn Chaiwan;;;;
Phittayaporn Chaiwan;Rest Time (14);14;;;703200;26100;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;1;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Phittayaporn Chaiwan;Rally Time (15);15;;;729300;11133;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;;;;;;;;;;;
Phittayaporn Chaiwan;"-1;25 (1)";15;1;6;727300;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;6;Phittayaporn Chaiwan;Backhand short service;2;Construccion;;;;;;
Line Kjaersfeldt;"5;-18 (1)";15;2;2;728300;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;2;;;;Construccion;;;;Modificada/Finta;;
Phittayaporn Chaiwan;"13;55 (2)";15;3;12;728466;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;12;;;;Defence;;;;;;
Line Kjaersfeldt;"11;-11 (1)";15;4;1;729433;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;1;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-12;10 (1)";15;5;1;730433;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;1;;;;Defence;;;;;;
Line Kjaersfeldt;"-13;-7 (1)";15;6;4;731666;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;4;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"-13;54 (1)";15;7;9;731666;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;9;;;;Construccion;;;;;;
Line Kjaersfeldt;"11;-16 (1)";15;8;1;731666;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;1;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-14;12 (1)";15;9;1;734400;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;1;;;;Construccion;;;;;;
Line Kjaersfeldt;"12;-12 (1)";15;10;1;734400;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;1;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-10;53 (1)";15;11;9;736900;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;9;;;;Attack;;;;;;
Line Kjaersfeldt;"14;-43 (1)";15;12;5;737600;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;5;;;;Construccion;;Winner Phittayaporn Chaiwan;;;;
Line Kjaersfeldt;Rest Time (15);15;;;740433;30066;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;1;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (16);16;;;770500;3366;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;;;;;;;;;;;
Phittayaporn Chaiwan;"2;24 (2)";16;1;7;768500;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;7;Phittayaporn Chaiwan;Backhand short service;2;Construccion;;;;;;
Line Kjaersfeldt;"-5;-18 (1)";16;2;3;769533;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;3;;;;Construccion;;;;Finta;;
