Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;WR Player1;Tournament;Match;Round;WR Player2;Interval;Player2;#Rounds;Play R or L Player1;Country Player1;Country Player2;Rally Time;Play R or L Player2;Player1;Set;Field Position;Player on C1;Type of service;Game Phase;Rally Outcome;Rest Time;Barrido Fuerte;Tipo de recepcion;Reves;Match Duration 
An Se Young;"-9;-53 (2)";6;2;12;2144160;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Construccion;;;;;;
Akane Yamaguchi;"-12;56";6;3;9;2145160;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Attack;;;;;;
An Se Young;"-10;-39";6;4;8;2145680;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;8;;;Defence;;;;;;
Akane Yamaguchi;"-4;2";6;5;2;2146160;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;NET;;;Construccion;Error An Se Young;;;;;
An Se Young;Rest Time (42);6;;;2148160;13320;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;;Right handed;Akane Yamaguchi;2;;;;;;Rest Time;;;;
An Se Young;Rally Time (43);7;;;2161480;37360;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;;;;;;;;;;
Akane Yamaguchi;"-3;32 (2)";7;1;6;2159480;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;6;Akane Yamaguchi;Forehand long service;Construccion;;;;;;
An Se Young;"10;-54";7;2;9;2161920;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Construccion;;;;;;
Akane Yamaguchi;"13;54 (5)";7;3;12;2163120;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Construccion;;;;;;
An Se Young;"14;-25";7;4;5;2163800;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;5;;;Construccion;;;;;;
Akane Yamaguchi;"-10;12";7;5;1;2164680;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
An Se Young;"-13;-13";7;6;4;2165520;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Construccion;;;;;;
Akane Yamaguchi;"10;55";7;7;12;2166560;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Construccion;;;;;;
An Se Young;"-12;-14";7;8;4;2167680;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Construccion;;;;;;
Akane Yamaguchi;"-13;14";7;9;1;2168600;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
An Se Young;"-13;-54 (11)";7;10;12;2169800;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Defence;;;;;;
Akane Yamaguchi;"-13;54 (6)";7;11;9;2171160;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Attack;;;;;;
An Se Young;"-13;-30";7;12;8;2171720;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;8;;;Defence;;;;;;
Akane Yamaguchi;"-12;11";7;13;1;2172840;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
An Se Young;"-13;-53 (8)";7;14;12;2174040;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Attack;;;;;;
Akane Yamaguchi;"-13;29 (1)";7;15;5;2174560;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;5;;;Defence;;;;;;
An Se Young;"-3;-19";7;16;3;2175320;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;3;;;Construccion;;;;;;
Akane Yamaguchi;"1;14";7;17;3;2176200;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;3;;;Construccion;;;;;;
An Se Young;"10;-12";7;18;1;2177000;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
Akane Yamaguchi;"-11;54 (1)";7;19;9;2177880;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Defence;;;;;;
An Se Young;"-12;-54 (10)";7;20;12;2179280;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Attack;;;;;;
Akane Yamaguchi;"-13;30";7;21;5;2179800;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;5;;;Defence;;;;;;
An Se Young;"-11;-9";7;22;4;2180760;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Construccion;;;;;;
Akane Yamaguchi;"-5;8";7;23;2;2181680;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;2;;;Construccion;;;;;;
An Se Young;"-1;-10";7;24;3;2182520;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;3;;;Construccion;;;;;;
Akane Yamaguchi;"-14;53 (2)";7;25;9;2183960;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Construccion;;;;;;
An Se Young;"13;-53 (1)";7;26;9;2184920;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Construccion;;;;;;
Akane Yamaguchi;"-10;55";7;27;9;2186000;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Attack;;;;;;
An Se Young;"-14;-34";7;28;8;2186640;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;8;;;Defence;;;;;;
Akane Yamaguchi;"6;37";7;29;8;2187320;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;7;;;Construccion;;;;;;
An Se Young;"11;-14";7;30;1;2188240;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
Akane Yamaguchi;"12;53 (1)";7;31;12;2189520;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Construccion;;;;;;
An Se Young;"12;-12 (3)";7;32;1;2190440;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
Akane Yamaguchi;"13;54 (6)";7;33;12;2191800;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Construccion;;;;;;
An Se Young;"12;-13";7;34;1;2192880;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
Akane Yamaguchi;"-14;54 (18)";7;35;9;2194000;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Construccion;;;;;;
An Se Young;"-12;-53 (3)";7;36;12;2195520;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Construccion;;;;;;
Akane Yamaguchi;"20;53";7;37;Out;2196840;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;OUT SIDE;;;Construccion;Unforced An Se Young;;;;;
An Se Young;Rest Time (43);7;;;2198840;22440;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;;Right handed;Akane Yamaguchi;2;;;;;;Rest Time;;;;
An Se Young;Rally Time (44);8;;;2221280;10160;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;;;;;;;;;;
Akane Yamaguchi;"4;32";8;1;7;2219280;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;7;Akane Yamaguchi;Forehand long service;Construccion;;;;;;
An Se Young;"-11;-54 (1)";8;2;12;2221800;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Attack;;;;;;
Akane Yamaguchi;"-10;31";8;3;5;2222280;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;5;;;Defence;;;;;;
An Se Young;"-6;-26";8;4;7;2223000;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;7;;;Construccion;;;;;;
Akane Yamaguchi;"-14;54 (19)";8;5;9;2224160;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Construccion;;;;;;
An Se Young;"-14;-53 (2)";8;6;12;2225200;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Defence;;;;;;
Akane Yamaguchi;"-13;56";8;7;9;2226560;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Construccion;;;;;;
An Se Young;"-13;-53 (9)";8;8;12;2227760;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Construccion;;;;;;
Akane Yamaguchi;"-12;14";8;9;1;2228600;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
An Se Young;"1;2";8;10;3;2229440;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;NET;;;Construccion;Unforced Akane Yamaguchi;;;;;
An Se Young;Rest Time (44);8;;;2231440;23800;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;;Right handed;Akane Yamaguchi;2;;;;;;Rest Time;;;;
An Se Young;Rally Time (45);9;;;2255240;9520;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;;;;;;;;;;
An Se Young;"-1;-31";9;1;7;2253240;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;7;An Se Young;Forehand long service;Construccion;;;;;;
Akane Yamaguchi;"10;54 (1)";9;2;12;2255360;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Attack;;;;;;
An Se Young;"12;-34";9;3;5;2255880;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;5;;;Defence;;;;;;
Akane Yamaguchi;"3;55";9;4;11;2257080;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;11;;;Construccion;;;;;;
An Se Young;"6;-16";9;5;1;2257960;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;2;;;Construccion;;;;;;
Akane Yamaguchi;"13;54 (7)";9;6;12;2259440;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Construccion;;;;;;
An Se Young;"13;-52";9;7;9;2260600;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Construccion;;;;;;
Akane Yamaguchi;"12;55 (1)";9;8;12;2261880;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Construccion;;;;;;
An Se Young;"-9;2 (1)";9;9;1;2262760;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;NET;;;Construccion;Unforced Akane Yamaguchi;;;;;
Akane Yamaguchi;Rest Time (45);9;;;2264760;18320;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;;Right handed;Akane Yamaguchi;2;;;;;;Rest Time;;;;
Akane Yamaguchi;Rally Time (46);10;;;2283080;14120;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;;;;;;;;;;
An Se Young;"2;-34";10;1;6;2281080;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;6;An Se Young;Forehand long service;Construccion;;;;;;
Akane Yamaguchi;"-14;54 (20)";10;2;9;2283520;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Attack;;;;;;
An Se Young;"-14;-36";10;3;8;2284120;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;8;;;Defence;;;;;;
Akane Yamaguchi;"-11;17 (1)";10;4;1;2284880;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
An Se Young;"-12;-54 (11)";10;5;12;2286120;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Attack;;;;;;
Akane Yamaguchi;"-13;24";10;6;5;2286800;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;5;;;Defence;;;;;;
An Se Young;"-3;-21";10;7;7;2287640;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;7;;;Construccion;;;;;;
Akane Yamaguchi;"0;15";10;8;3;2288520;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;2;;;Construccion;;;;;;
An Se Young;"-14;-53 (3)";10;9;12;2289640;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Construccion;;;;;;
Akane Yamaguchi;"-14;12";10;10;1;2290600;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
An Se Young;"-15;-13";10;11;4;2291480;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Construccion;;;;;;
Akane Yamaguchi;"-13;7";10;12;1;2292360;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
An Se Young;"-12;-54 (12)";10;13;12;2294280;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Attack;;;;;;
Akane Yamaguchi;"20;25";10;14;Out;2295200;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;OUT SIDE;;;Construccion;Unforced An Se Young;;;;;
Akane Yamaguchi;Rest Time (46);10;;;2297200;15520;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;;Right handed;Akane Yamaguchi;2;;;;;;Rest Time;;;;
Akane Yamaguchi;Rally Time (47);11;;;2312720;8520;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;;;;;;;;;;
Akane Yamaguchi;"-2;32 (2)";11;1;6;2310720;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;6;Akane Yamaguchi;Forehand long service;Construccion;;;;;;
An Se Young;"11;-54 (2)";11;2;9;2313040;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Construccion;;;;;;
Akane Yamaguchi;"13;54 (8)";11;3;12;2314280;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Construccion;;;;;;
An Se Young;"-11;-54 (2)";11;4;12;2315200;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Construccion;;;;;;
Akane Yamaguchi;"-11;54 (2)";11;5;9;2316320;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Construccion;;;;;;
An Se Young;"-12;-53 (4)";11;6;12;2317360;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Defence;;;;;;
Akane Yamaguchi;"-12;55 (1)";11;7;9;2318560;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Attack;;;;;;
An Se Young;"-18;-45";11;8;Out;2319240;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;OUT SIDE;;;Construccion;Unforced Akane Yamaguchi;;;;;
An Se Young;Rest Time (47);11;;;2321240;14400;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;;Right handed;Akane Yamaguchi;2;;;;;;Rest Time;;;;
An Se Young;Rally Time (48);12;;;2335640;9760;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;;;;;;;;;;
An Se Young;"-2;-31 (2)";12;1;7;2333640;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;7;An Se Young;Forehand long service;Construccion;;;;;;
Akane Yamaguchi;"11;54 (4)";12;2;12;2335640;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Attack;;;;;;
An Se Young;"10;-33";12;3;5;2336280;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;5;;;Defence;;;;;;
Akane Yamaguchi;"-11;54 (3)";12;4;9;2337560;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Construccion;;;;;;
An Se Young;"-13;-54 (12)";12;5;12;2338520;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Construccion;;;;;;
Akane Yamaguchi;"12;54 (2)";12;6;12;2339600;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Construccion;;;;;;
An Se Young;"11;-29";12;7;5;2340280;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;5;;;Attack;;;;;;
Akane Yamaguchi;"5;33";12;8;7;2340640;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;7;;;Defence;;;;;;
An Se Young;"-3;-15";12;9;3;2341400;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;3;;;Attack;;;;;;
Akane Yamaguchi;"-2;32 (3)";12;10;6;2341800;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;6;;;Defence;;;;;;
An Se Young;"-4;-61";12;11;11;2343400;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;OUT LENGTH;;;Construccion;Error Akane Yamaguchi;;;;;
Akane Yamaguchi;Rest Time (48);12;;;2345400;14840;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;;Right handed;Akane Yamaguchi;2;;;;;;Rest Time;;;;
Akane Yamaguchi;Rally Time (49);13;;;2360240;27280;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;;;;;;;;;;
