Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;WR Player1;Tournament;Match;Round;WR Player2;Interval;Player2;#Rounds;Play R or L Player1;Country Player1;Country Player2;Rally Time;Play R or L Player2;Player1;Set;Field Position;Player on C1;Type of service;Game Phase;Rally Outcome;Rest Time;Barrido Fuerte;Tipo de recepcion;Reves;Match Duration 
An Se Young;"4;-31";13;1;6;2358240;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;6;An Se Young;Forehand long service;Construccion;;;;;;
Akane Yamaguchi;"-6;52";13;2;10;2360480;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;10;;;Construccion;;;;;;
An Se Young;"12;-55 (4)";13;3;9;2361600;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Attack;;;;;;
Akane Yamaguchi;"-13;26";13;4;5;2362240;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;5;;;Defence;;;;;;
An Se Young;"-10;-13";13;5;4;2363160;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Construccion;;;;;;
Akane Yamaguchi;"12;53 (2)";13;6;12;2365120;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Attack;;;;;;
An Se Young;"12;-37 (2)";13;7;5;2365600;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;5;;;Defence;;;;;;
Akane Yamaguchi;"11;11 (2)";13;8;4;2366480;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Construccion;;;;;;
An Se Young;"12;-11";13;9;1;2367440;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
Akane Yamaguchi;"-13;55 (2)";13;10;9;2368880;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Construccion;;;;;;
An Se Young;"-13;-54 (13)";13;11;12;2370040;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Attack;;;;;;
Akane Yamaguchi;"10;22";13;12;8;2370760;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;5;;;Defence;;;;;;
An Se Young;"12;-13 (1)";13;13;1;2371760;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Defence;;;;;;
Akane Yamaguchi;"3;54 (1)";13;14;11;2373440;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;11;;;Construccion;;;;;;
An Se Young;"-12;-11";13;15;4;2374360;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Construccion;;;;;;
Akane Yamaguchi;"-13;54 (7)";13;16;9;2375400;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Attack;;;;;;
An Se Young;"-14;-32";13;17;8;2376200;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;8;;;Defence;;;;;;
Akane Yamaguchi;"3;55 (1)";13;18;11;2377280;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;11;;;Construccion;;;;;;
An Se Young;"12;-12 (4)";13;19;1;2378200;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
Akane Yamaguchi;"12;54 (3)";13;20;12;2379640;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Construccion;;;;;;
An Se Young;"12;-13 (2)";13;21;1;2380680;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
Akane Yamaguchi;"-14;56 (3)";13;22;9;2381680;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Attack;;;;;;
An Se Young;"-13;-37";13;23;8;2382200;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;8;;;Defence;;;;;;
Akane Yamaguchi;"-4;13";13;24;2;2383120;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;2;;;Construccion;;;;;;
An Se Young;"8;-11";13;25;1;2384040;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
Akane Yamaguchi;"-11;56";13;26;9;2385520;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Construccion;Winner An Se Young;;;;;
Akane Yamaguchi;Rest Time (49);13;;;2387520;47840;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;;Right handed;Akane Yamaguchi;2;;;;;;Rest Time;;;;
Akane Yamaguchi;Rally Time (50);14;;;2435360;6760;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;;;;;;;;;;
An Se Young;"-3;-31 (1)";14;1;7;2433360;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;7;An Se Young;Forehand long service;Construccion;;;;;;
Akane Yamaguchi;"5;54 (1)";14;2;11;2435920;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;11;;;Construccion;;;;;;
An Se Young;"12;-53";14;3;9;2437040;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Construccion;;;;;;
Akane Yamaguchi;"11;54 (5)";14;4;12;2438160;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Construccion;;;;;;
An Se Young;"9;-14";14;5;1;2439080;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
Akane Yamaguchi;"13;13 (2)";14;6;4;2440120;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Construccion;Winner An Se Young;;;;;
Akane Yamaguchi;Rest Time (50);14;;;2442120;18880;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;;Right handed;Akane Yamaguchi;2;;;;;;Rest Time;;;;
Akane Yamaguchi;Rally Time (51);15;;;2461000;3520;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;;;;;;;;;;
An Se Young;"4;-32 (1)";15;1;6;2459000;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;6;An Se Young;Forehand long service;Construccion;;;;;;
Akane Yamaguchi;"-10;55 (1)";15;2;9;2461040;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Attack;;;;;;
An Se Young;"6;-34";15;3;5;2461520;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;6;;;Defence;;;;;;
Akane Yamaguchi;"4;13 (1)";15;4;3;2462520;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;3;;;Construccion;Winner An Se Young;;;;;
Akane Yamaguchi;Rest Time (51);15;;;2464520;13840;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;;Right handed;Akane Yamaguchi;2;;;;;;Rest Time;;;;
Akane Yamaguchi;Rally Time (52);16;;;2478360;20840;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;;;;;;;;;;
An Se Young;"-3;-33 (1)";16;1;7;2476360;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;7;An Se Young;Forehand long service;Construccion;;;;;;
Akane Yamaguchi;"9;53";16;2;12;2478080;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Attack;;;;;;
An Se Young;"15;-34";16;3;5;2478720;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;5;;;Defence;;;;;;
Akane Yamaguchi;"11;54 (6)";16;4;12;2479760;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Attack;;;;;;
An Se Young;"11;-36";16;5;5;2480280;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;5;;;Defence;;;;;;
Akane Yamaguchi;"-3;16";16;6;2;2481000;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;2;;;Attack;;;;;;
An Se Young;"7;-37 (1)";16;7;5;2481480;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;6;;;Defence;;;;;;
Akane Yamaguchi;"-3;53";16;8;10;2482440;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;10;;;Construccion;;;;;;
An Se Young;"-9;-17";16;9;4;2483320;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Defence;;;;;;
Akane Yamaguchi;"9;55";16;10;12;2484480;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Construccion;;;;;;
An Se Young;"14;-54 (5)";16;11;9;2485360;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Attack;;;;;;
Akane Yamaguchi;"-13;25 (1)";16;12;5;2486040;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;5;;;Defence;;;;;;
An Se Young;"-10;-14";16;13;4;2487040;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Construccion;;;;;;
Akane Yamaguchi;"9;55 (1)";16;14;12;2488240;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Construccion;;;;;;
An Se Young;"11;-14 (1)";16;15;1;2489200;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
Akane Yamaguchi;"11;54 (7)";16;16;12;2490240;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Construccion;;;;;;
An Se Young;"14;-54 (6)";16;17;9;2491040;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Construccion;;;;;;
Akane Yamaguchi;"14;55 (3)";16;18;12;2492280;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Construccion;;;;;;
An Se Young;"-11;-13";16;19;4;2493200;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Construccion;;;;;;
Akane Yamaguchi;"-12;11 (1)";16;20;1;2494160;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Defence;;;;;;
An Se Young;"-10;-55 (1)";16;21;12;2496080;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Construccion;;;;;;
Akane Yamaguchi;"12;11";16;22;4;2497200;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Construccion;Winner An Se Young;;;;;
Akane Yamaguchi;Rest Time (52);16;;;2499200;19000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;;Right handed;Akane Yamaguchi;2;;;;;;Rest Time;;;;
Akane Yamaguchi;Rally Time (53);17;;;2518200;36920;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;;;;;;;;;;
An Se Young;"4;-34";17;1;6;2516200;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;6;An Se Young;Forehand long service;Construccion;;;;;;
Akane Yamaguchi;"-12;54 (6)";17;2;9;2518400;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Attack;;;;;;
An Se Young;"-14;-33";17;3;8;2519040;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;8;;;Defence;;;;;;
Akane Yamaguchi;"-11;10 (1)";17;4;1;2520280;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
An Se Young;"-6;-9";17;5;3;2521080;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Construccion;;;;;;
Akane Yamaguchi;"9;54";17;6;12;2522960;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Construccion;;;;;;
An Se Young;"-13;-15";17;7;4;2523920;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Construccion;;;;;;
Akane Yamaguchi;"-13;54 (8)";17;8;9;2524840;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Construccion;;;;;;
An Se Young;"-13;-15 (1)";17;9;4;2525920;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Construccion;;;;;;
Akane Yamaguchi;"15;55 (1)";17;10;12;2527160;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Defence;;;;;;
An Se Young;"12;-10 (1)";17;11;1;2528200;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
Akane Yamaguchi;"12;54 (4)";17;12;12;2529520;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Attack;;;;;;
An Se Young;"12;-39 (1)";17;13;5;2530080;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;5;;;Defence;;;;;;
Akane Yamaguchi;"4;12";17;14;3;2530960;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;3;;;Construccion;;;;;;
An Se Young;"12;-12 (5)";17;15;1;2531880;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
Akane Yamaguchi;"-13;55 (3)";17;16;9;2533000;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Defence;;;;;;
An Se Young;"-10;-53 (2)";17;17;12;2534680;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Attack;;;;;;
Akane Yamaguchi;"11;29";17;18;8;2535400;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;5;;;Defence;;;;;;
An Se Young;"12;-38";17;19;5;2536040;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;5;;;Construccion;;;;;;
Akane Yamaguchi;"13;13 (3)";17;20;4;2536880;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Defence;;;;;;
An Se Young;"-11;-54 (3)";17;21;12;2538160;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Attack;;;;;;
Akane Yamaguchi;"-14;27 (1)";17;22;5;2538640;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;5;;;Defence;;;;;;
An Se Young;"-11;-14";17;23;4;2539560;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Construccion;;;;;;
Akane Yamaguchi;"9;55 (2)";17;24;12;2541000;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Defence;;;;;;
An Se Young;"-11;-15 (2)";17;25;4;2542120;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Construccion;;;;;;
Akane Yamaguchi;"-12;33";17;26;5;2542600;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;5;;;Construccion;;;;;;
An Se Young;"-13;-12 (1)";17;27;4;2543480;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Defence;;;;;;
Akane Yamaguchi;"-12;9";17;28;1;2544440;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
An Se Young;"5;-54";17;29;10;2546160;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;10;;;Construccion;;;;;;
Akane Yamaguchi;"-15;17";17;30;1;2547040;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
An Se Young;"-12;-11 (1)";17;31;4;2548080;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Construccion;;;;;;
Akane Yamaguchi;"-12;7";17;32;1;2548920;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Defence;;;;;;
An Se Young;"0;-54";17;33;10;2550840;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;11;;;Construccion;;;;;;
Akane Yamaguchi;"11;54 (8)";17;34;12;2552160;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Construccion;;;;;;
An Se Young;"10;2";17;35;4;2553120;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;NET;;;Construccion;Unforced Akane Yamaguchi;;;;;
Akane Yamaguchi;Rest Time (53);17;;;2555120;23680;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;;Right handed;Akane Yamaguchi;2;;;;;;Rest Time;;;;
Akane Yamaguchi;Rally Time (54);18;;;2578800;7000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;;;;;;;;;;
An Se Young;"-3;-33 (2)";18;1;7;2576800;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;7;An Se Young;Forehand long service;Construccion;;;;;;
Akane Yamaguchi;"13;54 (9)";18;2;12;2579160;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Attack;;;;;;
An Se Young;"8;-35";18;3;5;2579640;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;5;;;Defence;;;;;;
Akane Yamaguchi;"2;13";18;4;3;2580520;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;3;;;Construccion;;;;;;
An Se Young;"12;-55 (5)";18;5;9;2582040;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;Before;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Attack;;;;;;
