Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Game Phase;Barrido Fuerte;Rally Outcome;Rest Time;Tipo de recepcion;Reves;Match Duration 
Clara Azurmendi;"14;38 (1)";11;11;8;2475800;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;8;;;;Defence;;;;;;
Pusharla V Shindu;"20;-17 (1)";11;12;Out;2476280;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;OUT SIDE;;;;Construccion;;Error Clara Azurmendi;;;;
Pusharla V Shindu;Rest Time (77);11;;;2479840;35560;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;;2;3;Indonesia Master 2021;58;7;;;;;;;;Rest Time;;;
Pusharla V Shindu;Rally Time (78);12;;;2515400;10920;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;;;;;;;;;;;
Pusharla V Shindu;"2;-23 (1)";12;1;6;2513400;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;6;Pusarla V Shindu;Backhand short service;3;Construccion;;;;;;
Clara Azurmendi;"-10;19 (2)";12;2;1;2514440;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;1;;;;Construccion;;;;;;
Pusharla V Shindu;"13;-11 (1)";12;3;1;2514440;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;1;;;;Defence;;;;;;
Clara Azurmendi;"-13;55 (4)";12;4;9;2515440;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Construccion;;;;;;
Pusharla V Shindu;"11;-15 (1)";12;5;1;2515440;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;1;;;;Defence;;;;;;
Clara Azurmendi;"12;9 (1)";12;6;4;2517760;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Construccion;;;;;;
Pusharla V Shindu;"12;-7 (1)";12;7;1;2517760;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;1;;;;Construccion;;;;;;
Clara Azurmendi;"-13;54 (4)";12;8;9;2517760;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Defence;;;;;;
Pusharla V Shindu;"-13;-55 (5)";12;9;12;2520600;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;12;;;;Construccion;;;;;;
Clara Azurmendi;"-15;57 (1)";12;10;9;2520600;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Defence;;;;;Reves;
Pusharla V Shindu;"-12;-54 (2)";12;11;12;2522880;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;12;;;;Attack;;;;;;
Clara Azurmendi;"12;39 (1)";12;12;8;2523800;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;8;;;;Construccion;;Winner Pusarla V Shindu;;;;
Clara Azurmendi;Rest Time (78);12;;;2526320;21680;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;;2;3;Indonesia Master 2021;58;7;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (79);13;;;2548000;5720;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;;;;;;;;;;;
Pusharla V Shindu;"-2;-25 (6)";13;1;7;2546000;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;7;Pusarla V Shindu;Backhand short service;3;Construccion;;;;;;
Clara Azurmendi;"9;18 (1)";13;2;4;2546920;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Construccion;;;;Modificada;;
Pusharla V Shindu;"13;-55 (10)";13;3;9;2547200;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Construccion;;;;;;
Clara Azurmendi;"-12;54 (2)";13;4;9;2547200;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Attack;;;;;;
Pusharla V Shindu;"-15;-40 (1)";13;5;8;2548640;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;8;;;;Defence;;;;;;
Clara Azurmendi;"-13;11 (1)";13;6;1;2549200;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;1;;;;Construccion;;;;;;
Pusharla V Shindu;"20;-53 (1)";13;7;Out;2549200;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;OUT SIDE;;;;Construccion;;Unforced Clara Azurmendi;;;;
Clara Azurmendi;Rest Time (79);13;;;2553720;18440;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;;2;3;Indonesia Master 2021;58;7;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (80);14;;;2572160;4680;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;;;;;;;;;;;
Pusharla V Shindu;"2;-25 (7)";14;1;6;2570160;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;6;Pusarla V Shindu;Backhand short service;2;Construccion;;;;;;
Clara Azurmendi;"-4;15 (1)";14;2;2;2571040;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;2;;;;Construccion;;;;;;
Pusharla V Shindu;"-10;-6 (1)";14;3;4;2571040;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Defence;;;;;;
Clara Azurmendi;"-14;53 (2)";14;4;9;2571960;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Construccion;;;;;;
Pusharla V Shindu;"14;-17 (2)";14;5;1;2571960;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;1;;;;Construccion;;Winner Clara Azurmendi;;;;
Clara Azurmendi;Rest Time (80);14;;;2576840;13320;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;;2;3;Indonesia Master 2021;58;7;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (81);15;;;2590160;7800;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;;;;;;;;;;;
Clara Azurmendi;"-2;25 (13)";15;1;6;2588160;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;6;Clara Azurmendi;Backhand short service;4;Construccion;;;;;;
Pusharla V Shindu;"15;-17 (2)";15;2;1;2589320;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;1;;;;Construccion;;;;;;
Clara Azurmendi;"15;13 (1)";15;3;4;2589320;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Construccion;;;;;;
Pusharla V Shindu;"13;-5 (1)";15;4;1;2589320;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;1;;;;Defence;;;;;;
Clara Azurmendi;"-12;55 (3)";15;5;9;2591880;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Construccion;;;;;;
Pusharla V Shindu;"-13;-38 (2)";15;6;8;2591880;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;8;;;;Defence;;;;;;
Clara Azurmendi;"12;16 (2)";15;7;4;2594240;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Defence;;;;;;
Pusharla V Shindu;"13;-54 (8)";15;8;9;2594240;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Construccion;;;;;;
Clara Azurmendi;"-13;19 (1)";15;9;1;2594240;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;1;;;;Construccion;;Winner Pusarla V Shindu;;;;
Pusharla V Shindu;Rest Time (81);15;;;2597960;17600;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;;2;3;Indonesia Master 2021;58;7;;;;;;;;Rest Time;;;
Pusharla V Shindu;Rally Time (82);16;;;2615560;3280;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;;;;;;;;;;;
Pusharla V Shindu;"-2;-24 (4)";16;1;7;2613560;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;7;Pusarla V Shindu;Backhand short service;6;Construccion;;;;;;
Clara Azurmendi;"5;19 (2)";16;2;3;2614600;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;3;;;;Construccion;;;;;;
Pusharla V Shindu;"13;-55 (11)";16;3;9;2614600;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Defence;;;;;;
Clara Azurmendi;"-12;58 (1)";16;4;9;2615160;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Construccion;;Winner Pusarla V Shindu;;;;
Clara Azurmendi;Rest Time (82);16;;;2618840;83480;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;;2;3;Indonesia Master 2021;58;7;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (83);17;;;2702320;8640;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;;;;;;;;;;;
Pusharla V Shindu;"-1;24 (3)";17;1;6;2700320;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;6;Pusarla V Shindu;Backhand short service;2;Construccion;;;;;;
Clara Azurmendi;"5;-17 (4)";17;2;2;2701240;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;2;;;;Construccion;;;;Modificada;;
Pusharla V Shindu;"-15;13 (1)";17;3;1;2701240;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;1;;;;Defence;;;;;;
Clara Azurmendi;"13;-55 (12)";17;4;9;2702160;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Construccion;;;;;;
Pusharla V Shindu;"-13;15 (1)";17;5;1;2702160;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;1;;;;Defence;;;;;;
Clara Azurmendi;"-14;-7 (2)";17;6;4;2704280;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Construccion;;;;;;
Pusharla V Shindu;"-13;7 (2)";17;7;1;2704280;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;1;;;;Defence;;;;;;
Clara Azurmendi;"13;-54 (9)";17;8;9;2706240;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Construccion;;;;;;
Pusharla V Shindu;"15;2 (1)";17;9;4;2706240;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;NET;;;;Construccion;;Unforced Clara Azurmendi;;;;
Clara Azurmendi;Rest Time (83);17;;;2710960;12360;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;;2;3;Indonesia Master 2021;58;7;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (84);18;;;2723320;8920;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;;;;;;;;;;;
Pusharla V Shindu;"2;25 (15)";18;1;7;2721320;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;7;Pusarla V Shindu;Backhand short service;3;Construccion;;;;;;
Clara Azurmendi;"-9;-17 (3)";18;2;4;2722280;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Construccion;;;;Finta;;
Pusharla V Shindu;"-14;54 (12)";18;3;9;2722280;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Construccion;;;;;;
Clara Azurmendi;"-13;-15 (1)";18;4;4;2722280;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Construccion;;;;;;
Pusharla V Shindu;"-13;6 (2)";18;5;1;2722280;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;1;;;;Construccion;;;;;;
Clara Azurmendi;"-14;-6 (3)";18;6;4;2722280;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Defence;;;;;;
Pusharla V Shindu;"-11;56 (2)";18;7;9;2725880;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Construccion;;;;;;
Clara Azurmendi;"-12;-54 (3)";18;8;12;2725880;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;12;;;;Defence;;;;;;
Pusharla V Shindu;"20;15 (1)";18;9;Out;2728960;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;OUT SIDE;;;;Construccion;;Error Clara Azurmendi;;;;
Clara Azurmendi;Rest Time (84);18;;;2732240;15240;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;;2;3;Indonesia Master 2021;58;7;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (85);19;;;2747480;7640;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;;;;;;;;;;;
Pusharla V Shindu;"-2;25 (14)";19;1;6;2745480;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;6;Pusarla V Shindu;Backhand short service;5;Construccion;;;;;;
Clara Azurmendi;"3;-17 (9)";19;2;2;2746440;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;2;;;;Construccion;;;;Modificada;;
Pusharla V Shindu;"-14;56 (4)";19;3;9;2746600;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Construccion;;;;;;
Clara Azurmendi;"13;-54 (10)";19;4;9;2746600;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Construccion;;;;;;
Pusharla V Shindu;"12;37 (1)";19;5;8;2746600;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;8;;;;Construccion;;;;;;
Clara Azurmendi;"-11;-14 (2)";19;6;4;2746600;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Defence;;;;;;
Pusharla V Shindu;"14;55 (4)";19;7;12;2749720;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;12;;;;Construccion;;;;;;
Clara Azurmendi;"-14;-15 (7)";19;8;4;2749720;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Defence;;;;;;
Pusharla V Shindu;"-15;1 (1)";19;9;1;2751720;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;NET;;;;Construccion;;Error Clara Azurmendi;;;;
Clara Azurmendi;Rest Time (85);19;;;2755120;34840;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;;2;3;Indonesia Master 2021;58;7;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (86);20;;;2789960;1840;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;;;;;;;;;;;
Pusharla V Shindu;"2;25 (16)";20;1;7;2787960;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;7;Pusarla V Shindu;Backhand short service;3;Construccion;;;;;;
Clara Azurmendi;"-10;-17 (2)";20;2;4;2788920;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Construccion;;;;Finta;;
Pusharla V Shindu;"-15;11 (1)";20;3;1;2789000;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;1;;;;Construccion;;Winner Clara Azurmendi;;;;
Clara Azurmendi;Rest Time (86);20;;;2791800;10920;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;;2;3;Indonesia Master 2021;58;7;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (87);21;;;2802720;1600;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;;;;;;;;;;;
Clara Azurmendi;"-2;-24 (5)";21;1;7;2800720;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;7;Clara Azurmendi;Forehand flick;11;Construccion;;;;;;
Pusharla V Shindu;"14;54 (2)";21;2;12;2801600;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;12;;;;Attack;;;;;;
Clara Azurmendi;"19;-40 (1)";21;3;Out;2801520;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;OUT SIDE;;;;Construccion;;Unforced Pusarla V Shindu;;;;
Pusharla V Shindu;Rest Time (87);21;;;2804320;11800;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;;2;3;Indonesia Master 2021;58;7;;;;;;;;Rest Time;;;
Pusharla V Shindu;Rally Time (88);22;;;2816120;4360;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;;;;;;;;;;;
Clara Azurmendi;"2;-24 (9)";22;1;6;2814120;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;6;Clara Azurmendi;Backhand short service;1;Construccion;;;;;;
Pusharla V Shindu;"-3;16 (3)";22;2;2;2815040;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;2;;;;Construccion;;;;Finta;;
Clara Azurmendi;"15;-9 (1)";22;3;1;2815360;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;1;;;;Defence;;;;;;
Pusharla V Shindu;"12;55 (3)";22;4;12;2816320;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;12;;;;Attack;;;;;;
