Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Match Duration;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Rally Outcome;Rest Time;Game Phase;Barrido Fuerte;Reves;Tipo de recepcion
Mutiara Ayu Puspitasar;"-14;-55 (2)";9;7;12;146966;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;12;;;;;;Defence;;;
Fitriani Fitriani;"-14;55 (4)";9;8;9;149066;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;9;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"-15;-56 (1)";9;9;12;149066;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;12;;;;Winner Mutiara Ayu Puspitasar;;Construccion;;;
Fitriani Fitriani;Rest Time (9);9;;;154600;16200;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;1;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Fitriani Fitriani;Rally Time (10);10;;;170800;14133;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;;;;;;;;;;
Mutiara Ayu Puspitasar;"-2;24 (1)";10;1;6;168800;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;6;Mutiara Ayu Puspitasar;Backhand short service;2;;;Construccion;;;
Fitriani Fitriani;"5;-18 (1)";10;2;2;169733;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;2;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"12;7 (1)";10;3;4;169733;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;4;;;;;;Defence;;;
Fitriani Fitriani;"3;-53 (1)";10;4;10;171200;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;10;;;;;;Attack;;;
Mutiara Ayu Puspitasar;"-10;36 (1)";10;5;5;173233;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;5;;;;;;Defence;;;
Fitriani Fitriani;"-14;-13 (1)";10;6;4;173066;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;4;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"-13;6 (1)";10;7;1;173066;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;1;;;;;;Defence;;;
Fitriani Fitriani;"-3;-53 (2)";10;8;11;175000;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;11;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"12;54 (1)";10;9;12;175000;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;12;;;;;;Attack;;;
Fitriani Fitriani;"14;-39 (1)";10;10;5;178433;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;5;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"13;8 (1)";10;11;4;178433;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;4;;;;;;Construccion;;;
Fitriani Fitriani;"9;-5 (1)";10;12;1;178433;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;1;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"9;54 (2)";10;13;12;180266;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;12;;;;;;Attack;;;
Fitriani Fitriani;"14;-42 (1)";10;14;5;182300;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;5;;;;Winner Mutiara Ayu Puspitasar;;Construccion;;;
Fitriani Fitriani;Rest Time (10);10;;;184933;18700;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;1;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Fitriani Fitriani;Rally Time (11);11;;;203633;7300;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;;;;;;;;;;
Mutiara Ayu Puspitasar;"2;25 (3)";11;1;7;201633;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;7;Mutiara Ayu Puspitasar;Backhand short service;3;;;Construccion;;;
Fitriani Fitriani;"-8;-18 (1)";11;2;4;202733;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;4;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"13;55 (1)";11;3;12;202733;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;12;;;;;;Defence;;;
Fitriani Fitriani;"14;-54 (1)";11;4;9;203466;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;9;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"-14;14 (1)";11;5;1;203466;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;1;;;;;;Defence;;;
Fitriani Fitriani;"-14;-10 (1)";11;6;4;205966;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;4;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"-13;6 (2)";11;7;1;207033;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;1;;;;;;Construccion;;;
Fitriani Fitriani;"13;-12 (2)";11;8;1;207033;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;1;;;;Winner Mutiara Ayu Puspitasar;;Construccion;;;
Fitriani Fitriani;Rest Time (11);11;;;210933;18600;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;1;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Fitriani Fitriani;Rally Time (12);12;;;229533;3033;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;;;;;;;;;;
Mutiara Ayu Puspitasar;"-2;25 (1)";12;1;6;227533;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;6;Mutiara Ayu Puspitasar;Backhand short service;2;;;Construccion;;;
Fitriani Fitriani;"6;-18 (1)";12;2;1;228733;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;2;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"9;7 (1)";12;3;4;228733;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;4;;;;;;Construccion;;;
Fitriani Fitriani;"1;1 (1)";12;4;3;228733;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;NET;;;;Unforced Mutiara Ayu Puspitasar;;Construccion;;;
Fitriani Fitriani;Rest Time (12);12;;;232566;11233;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;1;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Fitriani Fitriani;Rally Time (13);13;;;243800;4600;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;;;;;;;;;;
Fitriani Fitriani;"2;-25 (1)";13;1;6;241800;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;6;Fitriani Fitriani;Forehand long service;10;;;Construccion;;;
Mutiara Ayu Puspitasar;"-9;54 (1)";13;2;9;244266;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;9;;;;;;Attack;;;
Fitriani Fitriani;"-14;-37 (1)";13;3;8;244966;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;8;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"-15;1 (1)";13;4;1;245333;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;NET;;;;Error Fitriani Fitriani;;Construccion;;;
Mutiara Ayu Puspitasar;Rest Time (13);13;;;248400;5566;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;1;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Mutiara Ayu Puspitasar;Rally Time (14);14;;;253966;10833;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;;;;;;;;;;
Mutiara Ayu Puspitasar;"2;25 (4)";14;1;7;251966;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;7;Mutiara Ayu Puspitasar;Backhand short service;2;;;Construccion;;;
Fitriani Fitriani;"-5;-18 (1)";14;2;3;253033;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;3;;;;;;Construccion;;;Modificada/Finta
Mutiara Ayu Puspitasar;"-15;54 (1)";14;3;9;252900;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;9;;;;;;Defence;;Reves;
Fitriani Fitriani;"-9;-53 (1)";14;4;12;253933;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;12;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"13;29 (1)";14;5;8;255933;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;8;;;;;;Construccion;;;
Fitriani Fitriani;"13;-54 (1)";14;6;9;255933;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;9;;;;;;Defence;;Reves;
Mutiara Ayu Puspitasar;"13;55 (2)";14;7;12;256933;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;12;;;;;;Construccion;;;
Fitriani Fitriani;"10;-17 (1)";14;8;1;256933;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;1;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"13;54 (1)";14;9;12;256933;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;12;;;;;;Defence;;;
Fitriani Fitriani;"12;-16 (1)";14;10;1;259966;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;1;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"-20;38 (1)";14;11;Out;261000;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;OUT SIDE;;;;Error Fitriani Fitriani;;Construccion;;;
Fitriani Fitriani;Rest Time (14);14;;;264800;16000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;1;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Fitriani Fitriani;Rally Time (15);15;;;280800;7666;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;;;;;;;;;;
Mutiara Ayu Puspitasar;"-1;24 (1)";15;1;6;278800;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;6;Mutiara Ayu Puspitasar;Backhand short service;;;;Construccion;;;
Fitriani Fitriani;"4;-19 (1)";15;2;2;279400;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;2;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"-9;7 (1)";15;3;1;279400;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;1;;;;;;Construccion;;;
Fitriani Fitriani;"13;-54 (2)";15;4;9;279400;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;9;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"11;56 (1)";15;5;12;280300;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;12;;;;;;Construccion;;;
Fitriani Fitriani;"14;-55 (1)";15;6;9;280300;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;9;;;;;;Defence;;Reves;
Mutiara Ayu Puspitasar;"3;55 (1)";15;7;11;282166;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;11;;;;;;Construccion;;;
Fitriani Fitriani;"15;-16 (1)";15;8;1;282166;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;1;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"-14;62 (1)";15;9;9;284833;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;OUT LENGTH;;;;Error Fitriani Fitriani;;Construccion;;;
Fitriani Fitriani;Rest Time (15);15;;;288466;4633;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;1;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Fitriani Fitriani;Rally Time (16);16;;;293100;4333;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;;;;;;;;;;
Mutiara Ayu Puspitasar;"-1;24 (2)";16;1;6;291100;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;6;Mutiara Ayu Puspitasar;Backhand short service;2;;;Construccion;;;
Fitriani Fitriani;"5;-18 (2)";16;2;2;292333;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;2;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"13;55 (3)";16;3;12;292333;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;12;;;;;;Defence;F;;
Fitriani Fitriani;"13;-36 (3)";16;4;5;292833;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;5;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"15;56 (1)";16;5;12;293400;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;12;;;;;;Attack;;;
Fitriani Fitriani;"-16;-36 (1)";16;6;8;294533;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;8;;;;Winner Mutiara Ayu Puspitasar;;Construccion;;;
Fitriani Fitriani;Rest Time (16);16;;;297433;12433;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;1;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Fitriani Fitriani;Rally Time (17);17;;;309866;7833;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;;;;;;;;;;
Mutiara Ayu Puspitasar;"2;25 (5)";17;1;7;307866;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;7;Mutiara Ayu Puspitasar;Backhand short service;3;;;Construccion;;;
Fitriani Fitriani;"-9;-18 (1)";17;2;4;308633;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;4;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"13;55 (4)";17;3;12;308633;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;12;;;;;;Defence;;;
Fitriani Fitriani;"14;-5 (1)";17;4;1;309700;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;1;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"13;4 (1)";17;5;4;309700;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;NET;;;;;;Defence;;;
Fitriani Fitriani;"11;-55 (1)";17;6;9;311566;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;9;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"-12;55 (1)";17;7;9;311566;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;9;;;;;;Attack;;;
Fitriani Fitriani;"-15;1 (2)";17;8;1;315700;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;NET;;;;Unforced Mutiara Ayu Puspitasar;;Construccion;;;
Fitriani Fitriani;Rest Time (17);17;;;317700;23866;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;1;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Fitriani Fitriani;Rally Time (18);18;;;341566;6733;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;;;;;;;;;;
Fitriani Fitriani;"-2;-26 (2)";18;1;7;339566;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;7;Fitriani Fitriani;Forehand long service;9;;;Construccion;;;
Mutiara Ayu Puspitasar;"5;56 (1)";18;2;11;342166;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;11;;;;;;Construccion;;;
Fitriani Fitriani;"-14;-54 (1)";18;3;12;342166;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;Match Duration;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;1;Akmil Open 2021;40;430;12;;;;;;Defence;;;
