Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Match Duration;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Rally Outcome;Rest Time;Game Phase;Barrido Fuerte;Reves;Tipo de recepcion 
Mutiara Ayu Puspitasar;"-3;-6 (1)";23;3;3;2009833;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;3;;;;;;Construccion;;;
Fitriani Fitriani;"-10;57 (1)";23;4;9;2009833;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;9;;;;Winner Mutiara Ayu Puspitasar;;Construccion;;;
Fitriani Fitriani;Rest Time (91);23;;;2015466;17700;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;3;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Fitriani Fitriani;Rally Time (92);24;;;2033166;2433;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;;;;;;;;;;
Mutiara Ayu Puspitasar;"2;-24 (8)";24;1;6;2031166;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;6;Mutiara Ayu Puspitasar;Backhand short service;7;;;Construccion;;;
Fitriani Fitriani;"-8;19 (1)";24;2;1;2032066;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;1;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"12;-54 (3)";24;3;9;2032066;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;9;;;;;;Attack;;;
Fitriani Fitriani;"11;1 (2)";24;4;4;2033066;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;NET;;;;Unforced Mutiara Ayu Puspitasar;;Construccion;;;
Fitriani Fitriani;Rest Time (92);24;;;2035600;13100;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;3;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Fitriani Fitriani;Rally Time (93);25;;;2048700;19633;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;;;;;;;;;;
Fitriani Fitriani;"-1;25 (4)";25;1;6;2046700;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;6;Fitriani Fitriani;Forehand short service;2;;;Construccion;;;
Mutiara Ayu Puspitasar;"5;-17 (1)";25;2;2;2047900;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;2;;;;;;Construccion;;;
Fitriani Fitriani;"12;57 (1)";25;3;12;2047900;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"14;-53 (2)";25;4;9;2048966;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;9;;;;;;Attack;;;
Fitriani Fitriani;"-14;35 (1)";25;5;5;2050733;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;5;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"-4;-14 (1)";25;6;3;2051300;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;3;;;;;;Construccion;;;
Fitriani Fitriani;"-13;5 (2)";25;7;1;2051300;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;1;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"-14;-55 (13)";25;8;12;2053266;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Defence;;;
Fitriani Fitriani;"-14;17 (1)";25;9;1;2054966;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;1;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"-14;-16 (3)";25;10;4;2054966;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;4;;;;;;Construccion;;;
Fitriani Fitriani;"-14;7 (1)";25;11;1;2054966;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;1;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"-10;-53 (3)";25;12;12;2057833;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Attack;;;
Fitriani Fitriani;"3;37 (1)";25;13;7;2060066;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;7;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"-10;-11 (1)";25;14;4;2060066;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;4;;;;;;Construccion;;;
Fitriani Fitriani;"-11;8 (1)";25;15;1;2060066;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;1;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"13;-54 (16)";25;16;9;2062133;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;9;;;;;;Construccion;;;
Fitriani Fitriani;"14;55 (8)";25;17;12;2062133;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"-11;-12 (1)";25;18;4;2064766;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;4;;;;;;Attack;;;
Fitriani Fitriani;"-1;44 (1)";25;19;6;2065766;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;6;;;;Winner Mutiara Ayu Puspitasar;;Construccion;;;
Mutiara Ayu Puspitasar;Rest Time (93);25;;;2068333;7533;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;3;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Mutiara Ayu Puspitasar;Rally Time (94);26;;;2075866;18466;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;;;;;;;;;;
Mutiara Ayu Puspitasar;"-1;-25 (3)";26;1;7;2073866;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;7;Mutiara Ayu Puspitasar;Backhand short service;2;;;Construccion;;;
Fitriani Fitriani;"5;20 (1)";26;2;7;2074800;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;3;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"13;-54 (17)";26;3;9;2074800;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;9;;;;;;Defence;;Reves;
Fitriani Fitriani;"12;16 (1)";26;4;4;2076000;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;4;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"13;-8 (1)";26;5;1;2076000;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;1;;;;;;Construccion;;;
Fitriani Fitriani;"13;5 (1)";26;6;4;2076000;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;4;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"14;-54 (7)";26;7;9;2079133;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;9;;;;;;Construccion;;;
Fitriani Fitriani;"14;55 (9)";26;8;12;2079133;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"-13;-55 (2)";26;9;12;2081200;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Defence;F;;
Fitriani Fitriani;"-14;27 (1)";26;10;5;2083333;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;5;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"-15;-12 (1)";26;11;4;2083333;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;4;;;;;;Construccion;;;
Fitriani Fitriani;"14;55 (10)";26;12;12;2083333;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"12;-53 (1)";26;13;9;2085566;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;9;;;;;;Attack;;;
Fitriani Fitriani;"13;41 (1)";26;14;8;2086666;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;8;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"12;-9 (1)";26;15;1;2087166;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;1;;;;;;Construccion;;;
Fitriani Fitriani;"13;11 (1)";26;16;4;2087166;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;4;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"3;-54 (1)";26;17;10;2089233;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;10;;;;;;Construccion;;;
Fitriani Fitriani;"10;18 (1)";26;18;4;2089233;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;4;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"10;1 (2)";26;19;4;2091300;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;NET;;;;Error Fitriani Fitriani;;Construccion;;;
Fitriani Fitriani;Rest Time (94);26;;;2094333;27833;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;3;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Fitriani Fitriani;Rally Time (95);27;;;2122166;8300;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;;;;;;;;;;
Mutiara Ayu Puspitasar;"2;-24 (9)";27;1;6;2120166;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;6;Mutiara Ayu Puspitasar;Backhand short service;2;;;Construccion;;;
Fitriani Fitriani;"-4;18 (2)";27;2;2;2121100;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;2;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"-9;-5 (1)";27;3;4;2121100;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;4;;;;;;Construccion;;;
Fitriani Fitriani;"11;55 (1)";27;4;12;2121100;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Defence;F;;
Mutiara Ayu Puspitasar;"2;-36 (1)";27;5;6;2123533;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;6;;;;;;Construccion;;;
Fitriani Fitriani;"13;14 (2)";27;6;4;2123533;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;4;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"12;-9 (2)";27;7;1;2123533;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;1;;;;;;Construccion;;;
Fitriani Fitriani;"13;55 (9)";27;8;12;2123533;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"13;-55 (8)";27;9;9;2126666;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;9;;;;;;Attack;;;
Fitriani Fitriani;"-20;36 (1)";27;10;Out;2127733;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;OUT SIDE;;;;Unforced Mutiara Ayu Puspitasar;;Construccion;;;
Fitriani Fitriani;Rest Time (95);27;;;2130466;20800;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;3;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Fitriani Fitriani;Rally Time (96);28;;;2151266;10100;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;;;;;;;;;;
Fitriani Fitriani;"2;26 (6)";28;1;7;2149266;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;7;Fitriani Fitriani;Forehand long service;10;;;Construccion;;;
Mutiara Ayu Puspitasar;"-9;-55 (2)";28;2;12;2151800;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Construccion;;;
Fitriani Fitriani;"-14;34 (1)";28;3;5;2151800;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;5;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"-15;-55 (2)";28;4;12;2151800;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Defence;;;
Fitriani Fitriani;"-15;12 (2)";28;5;1;2153466;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;1;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"-14;-6 (2)";28;6;4;2153466;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;4;;;;;;Defence;;;
Fitriani Fitriani;"-13;56 (2)";28;7;9;2155300;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;9;;;;;;Attack;;;
Mutiara Ayu Puspitasar;"14;-36 (1)";28;8;5;2158000;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;5;;;;;;Defence;;;
Fitriani Fitriani;"11;1 (3)";28;9;4;2158000;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;NET;;;;Error Mutiara Ayu Puspitasar;;Construccion;;;
Mutiara Ayu Puspitasar;Rest Time (96);28;;;2161366;22900;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;3;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Mutiara Ayu Puspitasar;Rally Time (97);29;;;2184266;22600;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;;;;;;;;;;
Fitriani Fitriani;"-2;25 (13)";29;1;6;2182266;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;6;Fitriani Fitriani;Forehand long service;10;;;Construccion;;;
Mutiara Ayu Puspitasar;"10;-55 (2)";29;2;9;2184933;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;9;;;;;;Construccion;;;
Fitriani Fitriani;"13;14 (3)";29;3;4;2184933;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;4;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"-14;-55 (14)";29;4;12;2186233;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Defence;;;
Fitriani Fitriani;"-15;55 (4)";29;5;9;2187233;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;9;;;;;;Attack;;;
Mutiara Ayu Puspitasar;"12;-36 (1)";29;6;5;2188266;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;5;;;;;;Defence;;;
Fitriani Fitriani;"10;8 (1)";29;7;4;2188966;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;4;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"-15;-53 (2)";29;8;12;2189900;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Attack;;;
Fitriani Fitriani;"-15;35 (2)";29;9;5;2190466;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;5;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"-15;-8 (1)";29;10;4;2190966;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;4;;;;;;Construccion;;;
Fitriani Fitriani;"-12;8 (1)";29;11;1;2190966;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;1;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"11;-55 (4)";29;12;9;2190966;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;9;;;;;;Defence;;;
Fitriani Fitriani;"-8;55 (1)";29;13;9;2193933;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;9;;;;;;Attack;;;
Mutiara Ayu Puspitasar;"-15;-37 (2)";29;14;8;2196466;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;8;;;;;;Defence;;;
Fitriani Fitriani;"-14;11 (3)";29;15;1;2196500;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;1;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"11;-53 (3)";29;16;9;2196500;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;9;;;;;;Defence;;;
