Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Tipo de recepcion;Game Phase;Rally Outcome;Rest Time;Barrido Fuerte;Reves;Match Duration
Line Christophersen;"13;55 (3)";10;3;12;516320;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;12;;;;;Defence;;;;;
Leonice Huet;"-13;-54 (1)";10;4;12;517320;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;12;;;;;Defence;;;;;
Line Christophersen;"3;30 (1)";10;5;7;519000;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;7;;;;;Attack;;;;;
Leonice Huet;"-15;-41 (1)";10;6;8;519040;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;8;;;;;Defence;;;;;
Line Christophersen;"-15;13 (1)";10;7;1;519560;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;1;;;;;Attack;;;;;
Leonice Huet;"-3;-40 (1)";10;8;7;520160;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;7;;;;;Construccion;Winner Line Christophersen;;;;
Leonice Huet;Rest Time (10);10;;;522640;18360;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;1;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Leonice Huet;Rally Time (11);11;;;541000;3240;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;;;;;;;;;;;
Line Christophersen;"-2;24 (2)";11;1;6;539000;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;6;Line Christophersen;Backhand short service;5;;Construccion;;;;;
Leonice Huet;"3;-19 (1)";11;2;2;540120;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;2;;;;Finta;Construccion;;;;;
Line Christophersen;"-14;55 (1)";11;3;9;540080;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;9;;;;;Construccion;;;;;
Leonice Huet;"12;-18 (1)";11;4;1;540080;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;1;;;;;Construccion;Winner Line Christophersen;;;;
Leonice Huet;Rest Time (11);11;;;544240;11680;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;1;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Leonice Huet;Rally Time (12);12;;;555920;1920;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;;;;;;;;;;;
?;"2;25 (4)";12;1;7;553920;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;7;;;3;;Construccion;;;;;
?;"-8;-18 (1)";12;2;4;554800;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;4;;;;Modificada;Construccion;;;;;
?;"-11;1 (2)";12;3;1;555320;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;NET;;;;;Construccion;Unforced Leonice Huet;;;;
?;Rest Time (12);12;;;557840;9520;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;1;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
?;Rally Time (13);13;;;567360;2360;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;;;;;;;;;;;
Line Christophersen;"-2;26 (1)";13;1;6;565360;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;6;Line Christophersen;Backhand short service;6;;Construccion;;;;;
Leonice Huet;"4;-18 (1)";13;2;2;566400;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;2;;;;Finta;Attack;;;;;
Line Christophersen;"-12;32 (1)";13;3;5;566440;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;5;;;;;Attack;;;;;
Leonice Huet;"-12;-41 (1)";13;4;8;566800;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;8;;;;;Construccion;Winner Line Christophersen;;;;
Leonice Huet;Rest Time (13);13;;;569720;10800;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;1;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Leonice Huet;Rally Time (14);14;;;580520;2960;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;;;;;;;;;;;
Line Christophersen;"2;24 (1)";14;1;7;578520;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;7;Line Christophersen;Backhand short service;7;;Construccion;;;;;
Leonice Huet;"-9;-18 (1)";14;2;4;579800;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;4;;;;Finta;Construccion;;;;;
Line Christophersen;"-13;54 (2)";14;3;9;579800;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;9;;;;;Attack;;;;;
Leonice Huet;"14;-25 (1)";14;4;5;581480;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;5;;;;;Construccion;Winner Line Christophersen;;;;
Leonice Huet;Rest Time (14);14;;;583480;51000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;1;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Leonice Huet;Rally Time (15);15;;;634480;18800;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;;;;;;;;;;;
Line Christophersen;"-2;25 (3)";15;1;6;632480;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;6;Line Christophersen;Backhand short service;6;;Construccion;;;;;
Leonice Huet;"5;-18 (1)";15;2;2;633480;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;2;;;;Modificada;Construccion;;;;;
Line Christophersen;"-12;8 (1)";15;3;1;633480;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;1;;;;;Construccion;;;;;
Leonice Huet;"-14;-55 (4)";15;4;12;633480;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;12;;;;;Attack;;;;;
Line Christophersen;"-4;34 (1)";15;5;6;636120;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;6;;;;;Defence;;;;;
Leonice Huet;"11;-26 (1)";15;6;5;636040;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;5;;;;;Defence;;;;;
Line Christophersen;"-13;54 (3)";15;7;9;636840;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;9;;;;;Defence;;;;;
Leonice Huet;"10;-16 (1)";15;8;1;637800;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;1;;;;;Construccion;;;;;
Line Christophersen;"2;10 (1)";15;9;3;637800;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;3;;;;;Construccion;;;;;
Leonice Huet;"13;-54 (1)";15;10;9;637800;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;9;;;;;Construccion;;;;;
Line Christophersen;"3;33 (1)";15;11;7;637800;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;7;;;;;Attack;;;;;
Leonice Huet;"-11;-41 (1)";15;12;8;641600;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;8;;;;;Construccion;;;;;
Line Christophersen;"-13;15 (1)";15;13;1;641600;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;1;;;;;Construccion;;;;;
Leonice Huet;"-13;-55 (1)";15;14;12;641600;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;12;;;;;Construccion;;;;;
Line Christophersen;"-15;55 (1)";15;15;9;641600;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;9;;;;;Defence;;;;;
Leonice Huet;"-15;-55 (3)";15;16;12;645080;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;12;;;;;Attack;;;;;
Line Christophersen;"14;26 (1)";15;17;8;646640;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;8;;;;;Defence;;;;;
Leonice Huet;"12;-16 (1)";15;18;1;647280;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;1;;;;;Defence;;;;;
Line Christophersen;"3;55 (1)";15;19;11;648440;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;11;;;;;Attack;;;;;
Leonice Huet;"-15;-35 (1)";15;20;8;649840;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;8;;;;;Defence;;;;;
Line Christophersen;"-18;2 (1)";15;21;Out;650440;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;OUT SIDE;;;;;Construccion;Error Leonice Huet;;;;
Leonice Huet;Rest Time (15);15;;;653280;30320;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;1;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Leonice Huet;Rally Time (16);16;;;683600;6200;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;;;;;;;;;;;
Line Christophersen;"2;24 (2)";16;1;7;681600;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;7;Line Christophersen;Backhand short service;7;;Construccion;;;;;
Leonice Huet;"-9;-18 (2)";16;2;4;682600;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;4;;;;Finta;Construccion;;;;;
Line Christophersen;"-15;54 (2)";16;3;9;682600;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;9;;;;;Defence;;;;Reves;
Leonice Huet;"-13;-54 (2)";16;4;12;683080;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;12;;;;;Attack;;;;;
Line Christophersen;"-15;37 (1)";16;5;5;684800;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;5;;;;;Defence;;;;;
Leonice Huet;"13;-18 (1)";16;6;1;684800;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;1;;;;;Defence;;;;;
Line Christophersen;"13;54 (1)";16;7;12;685680;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;12;;;;;Construccion;;;;;
Leonice Huet;"12;-18 (2)";16;8;1;685680;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;1;;;;;Construccion;Winner Line Christophersen;;;;
Leonice Huet;Rest Time (16);16;;;689800;11760;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;1;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Leonice Huet;Rally Time (17);17;;;701560;11400;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;;;;;;;;;;;
Line Christophersen;"-2;24 (3)";17;1;6;699560;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;6;Line Christophersen;Backhand short service;1;;Construccion;;;;;
Leonice Huet;"4;-18 (2)";17;2;2;700440;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;2;;;;;Construccion;;;;;
Line Christophersen;"13;55 (4)";17;3;12;700440;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;12;;;;;Defence;;;;;
Leonice Huet;"12;-16 (2)";17;4;1;701560;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;1;;;;;Construccion;;;;;
Line Christophersen;"14;11 (1)";17;5;4;701560;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;4;;;;;Defence;;;;;
Leonice Huet;"14;-55 (2)";17;6;9;703520;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;9;;;;;Construccion;;;;;
Line Christophersen;"10;34 (1)";17;7;8;703520;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;8;;;;;Defence;;;;;
Leonice Huet;"-13;-16 (1)";17;8;4;705800;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;4;;;;;Construccion;;;;;
Line Christophersen;"-14;13 (1)";17;9;1;705800;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;1;;;;;Construccion;;;;;
Leonice Huet;"-13;-54 (3)";17;10;12;705800;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;12;;;;;Defence;;;F;;
Line Christophersen;"-14;33 (1)";17;11;5;708760;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;5;;;;;Defence;;;;;
Leonice Huet;"-15;-55 (4)";17;12;12;710120;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;12;;;;;Attack;;;;;
Line Christophersen;"19;41 (1)";17;13;Out;710600;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;OUT SIDE;;;;;Construccion;Unforced Leonice Huet;;;;
Leonice Huet;Rest Time (17);17;;;712960;12960;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;1;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Leonice Huet;Rally Time (18);18;;;725920;2040;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;;;;;;;;;;;
Line Christophersen;"2;26 (2)";18;1;7;723920;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;7;Line Christophersen;Backhand short service;8;;Construccion;;;;;
Leonice Huet;"-13;-17 (1)";18;2;4;724840;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;4;;;;;Construccion;;;;;
Line Christophersen;"14;55 (1)";18;3;12;724840;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;12;;;;;Construccion;Winner Leonice Huet;;;;
Leonice Huet;Rest Time (18);18;;;727960;13040;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;1;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Leonice Huet;Rally Time (19);19;;;741000;5400;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;;;;;;;;;;;
Leonice Huet;"-2;-25 (2)";19;1;7;739000;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;7;Leonice Huet;Forehand flick;10;;Construccion;;;;;
Line Christophersen;"12;55 (2)";19;2;12;740200;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;12;;;;;Construccion;;;;;
Leonice Huet;"-13;-54 (4)";19;3;12;740200;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;12;;;;;Defence;;;;;
Line Christophersen;"-15;55 (2)";19;4;9;741120;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;9;;;;;Attack;;;;;
Leonice Huet;"-13;-40 (1)";19;5;8;741920;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;8;;;;;Defence;;;;;
Line Christophersen;"3;13 (1)";19;6;3;742480;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;3;;;;;Construccion;;;;;
Leonice Huet;"7;2 (1)";19;7;4;742480;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;NET;;;;;Construccion;Unforced Line Christophersen;;;;
Line Christophersen;Rest Time (19);19;;;746400;11760;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;1;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Line Christophersen;Rally Time (20);20;;;758160;2680;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;;;;;;;;;;;
Leonice Huet;"2;-24 (2)";20;1;6;756160;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;6;Leonice Huet;Forehand short service;8;;Construccion;;;;;
Line Christophersen;"-14;17 (1)";20;2;1;757280;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;1;;;;;Construccion;;;;;
Leonice Huet;"14;-54 (1)";20;3;9;757280;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;9;;;;;Attack;;;;;
Line Christophersen;"16;38 (1)";20;4;8;758280;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;8;;;;;Construccion;Winner Leonice Huet;;;;
Line Christophersen;Rest Time (20);20;;;760840;13760;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;1;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
