Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Game Phase;Rally Outcome;Rest Time;Reves;Tipo de recepcion;Barrido Fuerte;Match Duration
Maria Ulitina;"-1;23 (1)";25;1;6;1632640;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;6;Maria Ulitina;Backhand short service;2;Construccion;;;;;;
Marie Batomene;"5;-18 (1)";25;2;2;1633600;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;2;;;;Construccion;;;;Finta;;
Maria Ulitina;"-15;15 (1)";25;3;1;1634240;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;1;;;;Defence;;;;;;
Marie Batomene;"-13;-9 (2)";25;4;4;1634760;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;4;;;;Construccion;;;;;;
Maria Ulitina;"13;55 (5)";25;5;12;1634760;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;12;;;;Defence;;;;;F;
Marie Batomene;"14;-39 (1)";25;6;5;1637560;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;5;;;;Defence;;;;;;
Maria Ulitina;"20;31 (1)";25;7;Out;1637560;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;OUT SIDE;;;;Construccion;Error Marie Batomene;;;;;
Marie Batomene;Rest Time (57);25;;;1640840;12560;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Marie Batomene;Rally Time (58);26;;;1653400;8440;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
Maria Ulitina;"2;26 (3)";26;1;7;1651400;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;7;Maria Ulitina;Backhand short service;2;Construccion;;;;;;
Marie Batomene;"-5;-17 (1)";26;2;3;1652560;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;3;;;;Construccion;;;;Modificada/Finta;;
Maria Ulitina;"-15;55 (1)";26;3;9;1652560;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;9;;;;Defence;;;Reves;;;
Marie Batomene;"-10;-13 (1)";26;4;4;1653680;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;4;;;;Construccion;;;;;;
Maria Ulitina;"9;9 (1)";26;5;4;1653680;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;4;;;;Defence;;;;;;
Marie Batomene;"-13;-7 (1)";26;6;4;1655320;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;4;;;;Construccion;;;;;;
Maria Ulitina;"-13;55 (1)";26;7;9;1655320;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;9;;;;Defence;;;Reves;;;
Marie Batomene;"-13;-14 (2)";26;8;4;1657800;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;4;;;;Attack;;;;;;
Maria Ulitina;"1;62 (1)";26;9;11;1659360;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;OUT LENGTH;;;;Construccion;Unforced Marie Batomene;;;;;
Marie Batomene;Rest Time (58);26;;;1661840;14640;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Marie Batomene;Rally Time (59);27;;;1676480;2880;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
Maria Ulitina;"-2;24 (7)";27;1;6;1674480;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;6;Maria Ulitina;Backhand short service;5;Construccion;;;;;;
Marie Batomene;"4;-18 (1)";27;2;2;1675400;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;2;;;;Construccion;;;;Finta;;
Maria Ulitina;"-14;54 (5)";27;3;9;1675840;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;9;;;;Attack;;;;;;
Marie Batomene;"-15;-41 (1)";27;4;8;1676720;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;8;;;;Construccion;Winner Maria Ulitina;;;;;
Marie Batomene;Rest Time (59);27;;;1679360;16160;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Marie Batomene;Rally Time (60);28;;;1695520;2560;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
Maria Ulitina;"2;24 (10)";28;1;7;1693520;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;7;Maria Ulitina;Backhand short service;1;Construccion;;;;;;
Marie Batomene;"-4;-17 (6)";28;2;3;1694800;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;3;;;;Construccion;;;;;;
Maria Ulitina;"-15;55 (2)";28;3;9;1694800;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;9;;;;Construccion;Winner Marie Batomene;;;;;
Marie Batomene;Rest Time (60);28;;;1698080;16000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Marie Batomene;Rally Time (61);29;;;1714080;6920;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"-2;-25 (9)";29;1;7;1712080;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;7;Marie Batomene;Backhand short service;6;Construccion;;;;;;
Maria Ulitina;"4;19 (1)";29;2;3;1713080;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;3;;;;Construccion;;;;;;
Marie Batomene;"10;-55 (1)";29;3;9;1713080;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;9;;;;Construccion;;;;;;
Maria Ulitina;"-11;16 (1)";29;4;1;1713080;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;1;;;;Defence;;;;;;
Marie Batomene;"13;-16 (1)";29;5;1;1715000;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;1;;;;Construccion;;;;;;
Maria Ulitina;"14;15 (1)";29;6;4;1715000;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;4;;;;Defence;;;;;;
Marie Batomene;"-14;-56 (3)";29;7;12;1716880;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;12;;;;Defence;;;;;F;
Maria Ulitina;"-15;1 (1)";29;8;1;1718320;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;NET;;;;Construccion;Error Marie Batomene;;;;;
Maria Ulitina;Rest Time (61);29;;;1721000;17440;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (62);30;;;1738440;5440;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
Maria Ulitina;"-2;24 (8)";30;1;6;1736440;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;6;Maria Ulitina;Backhand short service;5;Construccion;;;;;;
Marie Batomene;"4;-18 (2)";30;2;2;1737560;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;2;;;;Construccion;;;;Finta;;
Maria Ulitina;"-15;56 (1)";30;3;9;1737440;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;9;;;;Defence;;;Reves;;;
Marie Batomene;"-3;-54 (1)";30;4;11;1738520;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;11;;;;Attack;;;;;;
Maria Ulitina;"9;36 (1)";30;5;8;1740080;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;8;;;;Defence;;;;;;
Marie Batomene;"10;-53 (3)";30;6;9;1740200;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;9;;;;Attack;;;;;;
Maria Ulitina;"20;50 (1)";30;7;Out;1741000;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;OUT SIDE;;;;Construccion;Unforced Marie Batomene;;;;;
Marie Batomene;Rest Time (62);30;;;1743880;14240;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Marie Batomene;Rally Time (63);31;;;1758120;7480;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
Maria Ulitina;"2;24 (11)";31;1;7;1756120;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;7;Maria Ulitina;Backhand short service;4;Construccion;;;;;;
Marie Batomene;"-15;-19 (1)";31;2;4;1757480;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;4;;;;Construccion;;;;;;
Maria Ulitina;"-15;56 (2)";31;3;9;1757480;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;9;;;;Defence;;;Reves;;;
Marie Batomene;"-13;-13 (1)";31;4;4;1758320;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;4;;;;Construccion;;;;;;
Maria Ulitina;"-14;9 (1)";31;5;1;1758320;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;1;;;;Construccion;;;;;;
Marie Batomene;"11;-7 (1)";31;6;1;1758320;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;1;;;;Defence;;;;;;
Maria Ulitina;"10;6 (1)";31;7;4;1761320;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;4;;;;Defence;;;;;;
Marie Batomene;"-5;-14 (1)";31;8;3;1761320;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;3;;;;Attack;;;;;;
Maria Ulitina;"3;44 (1)";31;9;7;1763120;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;7;;;;Construccion;Winner Marie Batomene;;;;;
Marie Batomene;Rest Time (63);31;;;1765600;23640;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Marie Batomene;Rally Time (64);32;;;1789240;5120;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"2;-25 (6)";32;1;6;1787240;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;6;Marie Batomene;Backhand short service;7;Construccion;;;;;;
Maria Ulitina;"-9;19 (1)";32;2;1;1788160;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;1;;;;Construccion;;;;;;
Marie Batomene;"11;-7 (2)";32;3;1;1788160;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;1;;;;Defence;;;;;;
Maria Ulitina;"13;54 (1)";32;4;12;1790240;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;12;;;;Attack;;;;;;
Marie Batomene;"-14;-39 (1)";32;5;8;1790680;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;8;;;;Defence;;;;;;
Maria Ulitina;"-21;42 (1)";32;6;Out;1790720;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;OUT SIDE;;;;Construccion;Error Marie Batomene;;;;;
Maria Ulitina;Rest Time (64);32;;;1794360;18520;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (65);33;;;1812880;2720;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
Maria Ulitina;"-2;24 (9)";33;1;6;1810880;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;6;Maria Ulitina;Backhand short service;5;Construccion;;;;;;
Marie Batomene;"5;-19 (2)";33;2;2;1811520;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;2;;;;Attack;;;;;;
Maria Ulitina;"14;36 (2)";33;3;8;1812480;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;8;;;;Attack;;;;;;
Marie Batomene;"19;-61 (1)";33;4;Out;1812480;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;Construccion;Unforced Maria Ulitina;;;;;
Marie Batomene;Rest Time (65);33;;;1815600;14600;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Marie Batomene;Rally Time (66);34;;;1830200;6240;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"-2;-25 (10)";34;1;7;1828200;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;7;Marie Batomene;Backhand short service;7;Construccion;;;;;;
Maria Ulitina;"10;18 (1)";34;2;4;1829240;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;4;;;;Construccion;;;;Modificada/Finta;;
Marie Batomene;"-13;-56 (1)";34;3;12;1829280;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;12;;;;Defence;;;;;F;
Maria Ulitina;"15;38 (1)";34;4;8;1830440;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;8;;;;Defence;;;;;;
Marie Batomene;"12;-53 (1)";34;5;9;1831320;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;9;;;;Attack;;;;;;
Maria Ulitina;"3;36 (1)";34;6;7;1832080;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;7;;;;Defence;;;;;;
Marie Batomene;"8;-17 (1)";34;7;1;1832600;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;1;;;;Construccion;;;;;;
Maria Ulitina;"20;17 (1)";34;8;Out;1832600;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;OUT SIDE;;;;Construccion;Unforced Marie Batomene;;;;;
Maria Ulitina;Rest Time (66);34;;;1836440;18040;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (67);35;;;1854480;4440;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
Maria Ulitina;"2;24 (12)";35;1;7;1852480;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;7;Maria Ulitina;Backhand flick;11;Construccion;;;;;;
Marie Batomene;"-13;-54 (1)";35;2;12;1853880;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;12;;;;Attack;;;;;;
Maria Ulitina;"-14;36 (1)";35;3;5;1853920;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;5;;;;Defence;;;;;;
Marie Batomene;"10;-27 (1)";35;4;5;1854320;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;5;;;;Attack;;;;;;
Maria Ulitina;"-12;28 (1)";35;5;5;1854320;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;5;;;;Defence;;;;;;
Marie Batomene;"22;-20 (1)";35;6;Out;1854320;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;OUT SIDE;;;;Construccion;Error Maria Ulitina;;;;;
Marie Batomene;Rest Time (67);35;;;1858920;17520;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Marie Batomene;Rally Time (68);36;;;1876440;4200;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"2;-25 (7)";36;1;6;1874440;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;6;Marie Batomene;Backhand short service;5;Construccion;;;;;;
Maria Ulitina;"-4;16 (1)";36;2;2;1875360;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;2;;;;Construccion;;;;Finta;;
Marie Batomene;"9;-55 (1)";36;3;9;1876080;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;9;;;;Defence;;;;;;
Maria Ulitina;"-13;55 (2)";36;4;9;1876520;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;9;;;;Attack;;;;;;
Marie Batomene;"15;-35 (1)";36;5;5;1877760;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;5;;;;Construccion;Winner Maria Ulitina;;;;;
Maria Ulitina;Rest Time (68);36;;;1880640;19400;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (69);37;;;1900040;4920;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
Maria Ulitina;"-2;24 (10)";37;1;6;1898040;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;6;Maria Ulitina;Backhand short service;5;Construccion;;;;;;
Marie Batomene;"5;-19 (3)";37;2;2;1898880;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;2;;;;Attack;;;;;;
Maria Ulitina;"10;30 (1)";37;3;8;1899160;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;8;;;;Attack;;;;;;
Marie Batomene;"4;-39 (1)";37;4;6;1899840;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;6;;;;Attack;;;;;;
Maria Ulitina;"11;33 (2)";37;5;8;1900280;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;8;;;;Attack;;;;;;
Marie Batomene;"11;-40 (1)";37;6;5;1900720;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;5;;;;Defence;;;;;;
Maria Ulitina;"2;6 (1)";37;7;3;1901280;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;3;;;;Attack;;;;;;
Marie Batomene;"-3;-29 (1)";37;8;7;1902480;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;7;;;;Construccion;Winner Maria Ulitina;;;;;
