Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Game Phase;Rally Outcome;Rest Time;Reves;Tipo de recepcion;Barrido Fuerte;Match Duration
Maria Ulitina;Rest Time (96);24;;;2648040;15640;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;3;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (97);25;;;2663680;3600;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"-2;-24 (4)";25;1;7;2661680;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;7;Marie Batomene;Backhand short service;6;Construccion;;;;;;
Maria Ulitina;"5;19 (1)";25;2;3;2662280;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;3;;;;Construccion;;;;Finta;;
Marie Batomene;"-13;-55 (6)";25;3;12;2662640;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;12;;;;Attack;;;;;;
Maria Ulitina;"-12;38 (1)";25;4;5;2663800;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;5;;;;Defence;;;;;;
Marie Batomene;"-6;2 (1)";25;5;2;2664320;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;NET;;;;Construccion;Error Maria Ulitina;;;;;
Maria Ulitina;Rest Time (97);25;;;2667280;15840;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;3;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (98);26;;;2683120;8320;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"2;-25 (12)";26;1;6;2681120;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;6;Marie Batomene;Backhand short service;8;Construccion;;;;;;
Maria Ulitina;"-14;17 (2)";26;2;1;2681960;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;1;;;;Attack;;;;;;
Marie Batomene;"-13;-55 (7)";26;3;12;2682120;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;12;;;;Defence;;;;;F;
Maria Ulitina;"10;33 (1)";26;4;8;2682840;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;8;;;;Attack;;;;;;
Marie Batomene;"12;-43 (2)";26;5;5;2683320;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;5;;;;Defence;;;;;;
Maria Ulitina;"13;54 (2)";26;6;12;2683920;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;12;;;;Attack;;;;;;
Marie Batomene;"-12;-28 (1)";26;7;8;2684960;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;8;;;;Defence;;;;;;
Maria Ulitina;"-13;13 (2)";26;8;1;2685720;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;1;;;;Construccion;;;;;;
Marie Batomene;"13;-55 (6)";26;9;9;2685720;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;9;;;;Construccion;;;;;;
Maria Ulitina;"14;61 (1)";26;10;12;2685720;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;OUT LENGTH;;;;Construccion;Unforced Marie Batomene;;;;;
Maria Ulitina;Rest Time (98);26;;;2691440;14680;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;3;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (99);27;;;2706120;2880;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;;;;;;;;;;;
Maria Ulitina;"-2;24 (12)";27;1;6;2704120;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;6;Maria Ulitina;Backhand flick;10;Construccion;;;;;;
Marie Batomene;"8;-55 (1)";27;2;9;2705120;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;9;;;;Attack;;;;;;
Maria Ulitina;"-4;36 (1)";27;3;6;2705360;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;6;;;;Defence;;;;;;
Marie Batomene;"-12;2 (3)";27;4;1;2705880;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;NET;;;;Construccion;Error Maria Ulitina;;;;;
Marie Batomene;Rest Time (99);27;;;2709000;13360;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;3;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Marie Batomene;Rally Time (100);28;;;2722360;9960;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"-2;-24 (5)";28;1;7;2720360;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;7;Marie Batomene;Backhand short service;5;Construccion;;;;;;
Maria Ulitina;"3;18 (1)";28;2;3;2721120;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;3;;;;Construccion;;;;Finta;;
Marie Batomene;"-11;-8 (1)";28;3;4;2721480;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;4;;;;Defence;;;;;;
Maria Ulitina;"4;55 (2)";28;4;11;2722560;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;11;;;;Construccion;;;;;;
Marie Batomene;"13;-55 (7)";28;5;9;2722560;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;9;;;;Defence;;;;;;
Maria Ulitina;"12;13 (2)";28;6;4;2725160;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;4;;;;Construccion;;;;;;
Marie Batomene;"11;-13 (1)";28;7;1;2725160;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;1;;;;Construccion;;;;;;
Maria Ulitina;"-13;55 (4)";28;8;9;2725160;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;9;;;;Defence;;;Reves;;;
Marie Batomene;"-12;-55 (1)";28;9;12;2728280;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;12;;;;Attack;;;;;;
Maria Ulitina;"14;47 (1)";28;10;8;2729480;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;8;;;;Construccion;Winner Marie Batomene;;;;;
Maria Ulitina;Rest Time (100);28;;;2732320;0;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;3;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Match Duration (1);28;;;323640;2408680;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;3;Spanish International 2021;91;58;;;;;;;Rest Time;;;;Match Duration
