Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Game Phase;Reves;Rally Outcome;Rest Time;Tipo de recepcion;Barrido Fuerte;Match Duration
Clara Azurmendi;"-13;-57 (1)";34;4;12;1060040;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Fitriani Fitriani;"-14;55 (6)";34;5;9;1060040;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;9;;;;Construccion;;;;;;
Clara Azurmendi;"13;-34 (1)";34;6;5;1060040;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;5;;;;Defence;;;;;;
Fitriani Fitriani;"3;32 (1)";34;7;7;1063040;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;7;;;;Construccion;;;;;;
Clara Azurmendi;"-12;-15 (1)";34;8;4;1063040;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;4;;;;Construccion;;;;;;
Fitriani Fitriani;"-13;56 (1)";34;9;9;1063040;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;9;;;;Defence;Reves;;;;;
Clara Azurmendi;"-14;-55 (9)";34;10;12;1065600;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Fitriani Fitriani;"-20;55 (1)";34;11;Out;1065600;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;OUT SIDE;;;;Construccion;;Unforced Clara Azurmendi;;;;
Clara Azurmendi;Rest Time (34);34;;;1070160;17640;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;1;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (35);35;;;1087800;9400;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;;;;;;;;;;;
Fitriani Fitriani;"-2;24 (3)";35;1;6;1085800;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;6;Fitriani Fitriani;Forehand long service;10;Construccion;;;;;;
Clara Azurmendi;"10;-55 (1)";35;2;9;1088160;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;9;;;;Construccion;;;;;;
Fitriani Fitriani;"12;55 (2)";35;3;12;1088160;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;12;;;;Defence;;;;;;
Clara Azurmendi;"13;-55 (6)";35;4;9;1089160;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;9;;;;Construccion;;;;;;
Fitriani Fitriani;"14;54 (3)";35;5;12;1089160;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Clara Azurmendi;"-15;-16 (1)";35;6;4;1089160;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;4;;;;Defence;;;;;;
Fitriani Fitriani;"-12;8 (1)";35;7;1;1092520;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;1;;;;Construccion;;;;;;
Clara Azurmendi;"15;-56 (1)";35;8;9;1092520;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;9;;;;Construccion;;Winner Fitriani Fitriani;;;;
Clara Azurmendi;Rest Time (35);35;;;1097200;51680;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;1;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (36);36;;;1148880;23520;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;;;;;;;;;;;
Fitriani Fitriani;"2;24 (4)";36;1;7;1146880;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;7;Fitriani Fitriani;Forehand long service;9;Construccion;;;;;;
Clara Azurmendi;"-3;-56 (1)";36;2;11;1149400;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;11;;;;Construccion;;;;;;
Fitriani Fitriani;"16;55 (1)";36;3;12;1149400;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Clara Azurmendi;"16;-39 (1)";36;4;5;1149400;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;5;;;;Construccion;;;;;;
Fitriani Fitriani;"4;10 (1)";36;5;3;1149400;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;3;;;;Construccion;;;;;;
Clara Azurmendi;"-14;-55 (10)";36;6;12;1149400;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;12;;;;Defence;;;;;;
Fitriani Fitriani;"-14;55 (7)";36;7;9;1152880;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;9;;;;Construccion;;;;;;
Clara Azurmendi;"-14;-56 (3)";36;8;12;1152880;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Fitriani Fitriani;"14;55 (3)";36;9;12;1152880;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Clara Azurmendi;"14;-16 (2)";36;10;1;1152880;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;1;;;;Defence;;;;;;
Fitriani Fitriani;"-14;54 (5)";36;11;9;1157080;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;9;;;;Construccion;;;;;;
Clara Azurmendi;"13;-55 (7)";36;12;9;1157080;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;9;;;;Defence;;;;;;
Fitriani Fitriani;"13;54 (2)";36;13;12;1159600;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Clara Azurmendi;"12;-17 (2)";36;14;1;1159600;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;1;;;;Defence;;;;;;
Fitriani Fitriani;"-13;55 (2)";36;15;9;1161560;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;9;;;;Construccion;;;;;;
Clara Azurmendi;"-14;-56 (4)";36;16;12;1161560;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Fitriani Fitriani;"9;55 (1)";36;17;12;1161560;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Clara Azurmendi;"10;-16 (1)";36;18;1;1161560;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;1;;;;Construccion;;;;;;
Fitriani Fitriani;"10;6 (1)";36;19;4;1161560;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;4;;;;Construccion;;;;;;
Clara Azurmendi;"13;-55 (8)";36;20;9;1161560;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;9;;;;Construccion;;;;;;
Fitriani Fitriani;"-14;55 (8)";36;21;9;1161560;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;9;;;;Attack;;;;;;
Clara Azurmendi;"-13;1 (3)";36;22;1;1169800;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;NET;;;;Construccion;;Unforced Fitriani Fitriani;;;;
Clara Azurmendi;Rest Time (36);36;;;1172400;26280;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;1;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (37);37;;;1198680;2520;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;;;;;;;;;;;
Clara Azurmendi;"-2;-25 (3)";37;1;7;1196680;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;7;Clara Azurmendi;Backhand short service;7;Construccion;;;;;;
Fitriani Fitriani;"11;15 (1)";37;2;4;1199200;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;1;Indonesia Masters 2021;46;42;4;;;;Construccion;;;Rest Time;;;
Clara Azurmendi;"-14;-56 (5)";37;3;12;1199200;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;1;Indonesia Masters 2021;46;42;12;;;;Construccion;;Winner Fitriani Fitriani;Rest Time;;;
Fitriani Fitriani;Rally Time (38);38;;;1220880;3680;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;;;;;;;;;;;
Fitriani Fitriani;"-2;24 (4)";38;1;6;1218880;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;6;Fitriani Fitriani;Forehand long service;11;Construccion;;;;;;
Clara Azurmendi;"14;-55 (11)";38;2;9;1221520;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;9;;;;Construccion;;;;;;
Fitriani Fitriani;"-19;14 (1)";38;3;Out;1221520;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;OUT SIDE;;;;Construccion;;Unforced Clara Azurmendi;;;;
Clara Azurmendi;Rest Time (37);38;;;1224560;14960;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;1;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (39);39;;;1239520;5840;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;;;;;;;;;;;
Fitriani Fitriani;"1;24 (1)";39;1;7;1237520;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;7;Fitriani Fitriani;Forehand long service;10;Construccion;;;;;;
Clara Azurmendi;"-10;-56 (3)";39;2;12;1240240;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Fitriani Fitriani;"-10;34 (1)";39;3;5;1240240;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;5;;;;Defence;;;;;;
Clara Azurmendi;"-13;-55 (3)";39;4;12;1240760;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Fitriani Fitriani;"15;13 (1)";39;5;4;1240760;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;4;;;;Defence;;;;;;
Clara Azurmendi;"16;1 (1)";39;6;4;1242640;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;NET;;;;Construccion;;Error Fitriani Fitriani;;;;
Clara Azurmendi;Rest Time (38);39;;;1245360;136680;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;1;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (40);1;;;1382040;12800;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;;;;;;;;;;;
Clara Azurmendi;"2;25 (6)";1;1;7;1380040;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;7;Clara Azurmendi;Backhand flick;10;Construccion;;;;;;
Fitriani Fitriani;"-12;-54 (1)";1;2;12;1381320;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Clara Azurmendi;"-13;8 (1)";1;3;1;1381320;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;1;;;;Construccion;;;;;;
Fitriani Fitriani;"13;-55 (9)";1;4;9;1381320;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;9;;;;Defence;Reves;;;;;
Clara Azurmendi;"13;54 (3)";1;5;12;1383400;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Fitriani Fitriani;"-13;-15 (1)";1;6;4;1383400;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;4;;;;Construccion;;;;;;
Clara Azurmendi;"-14;55 (9)";1;7;9;1383400;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;9;;;;Construccion;;;;;;
Fitriani Fitriani;"-13;-16 (1)";1;8;4;1383400;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;4;;;;Defence;;;;;;
Clara Azurmendi;"15;55 (2)";1;9;12;1387400;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Fitriani Fitriani;"11;-39 (1)";1;10;5;1387400;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;5;;;;Construccion;;;;;;
Clara Azurmendi;"10;9 (1)";1;11;4;1387400;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;4;;;;Construccion;;;;;;
Fitriani Fitriani;"14;-55 (12)";1;12;9;1387400;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;9;;;;Defence;Reves;;;;;
Clara Azurmendi;"12;56 (1)";1;13;12;1390960;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Fitriani Fitriani;"12;-16 (1)";1;14;1;1390960;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;1;;;;Construccion;;Winner Clara Azurmendi;;;;
Fitriani Fitriani;Rest Time (39);1;;;1394840;13880;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;2;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Fitriani Fitriani;Rally Time (41);2;;;1408720;5400;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;;;;;;;;;;;
Clara Azurmendi;"-2;24 (5)";2;1;6;1406720;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;6;Clara Azurmendi;Backhand flick;10;Construccion;;;;;;
Fitriani Fitriani;"9;-55 (1)";2;2;9;1408120;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;9;;;;Defence;;;;;;
Clara Azurmendi;"-9;11 (1)";2;3;1;1408640;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;1;;;;Construccion;;;;;;
Fitriani Fitriani;"-13;-55 (4)";2;4;12;1408640;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;12;;;;Defence;;;;;;
Clara Azurmendi;"4;5 (1)";2;5;3;1410720;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;3;;;;Attack;;;;;;
Fitriani Fitriani;"4;-38 (1)";2;6;6;1411640;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;6;;;;Construccion;;Winner Clara Azurmendi;;;;
Fitriani Fitriani;Rest Time (40);2;;;1414120;14160;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;2;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Fitriani Fitriani;Rally Time (42);3;;;1428280;7840;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;;;;;;;;;;;
Clara Azurmendi;"2;25 (7)";3;1;7;1426280;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;7;Clara Azurmendi;Backhand flick;10;Construccion;;;;;;
Fitriani Fitriani;"-11;-55 (1)";3;2;12;1427440;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Clara Azurmendi;"-14;55 (10)";3;3;9;1427440;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;9;;;;Construccion;;;;;;
Fitriani Fitriani;"-14;-12 (1)";3;4;4;1427440;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;4;;;;Defence;;;;;;
Clara Azurmendi;"-14;8 (1)";3;5;1;1429640;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;1;;;;Defence;;;;;;
Fitriani Fitriani;"-3;-55 (2)";3;6;11;1431120;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;11;;;;Construccion;;;;;;
Clara Azurmendi;"-19;53 (1)";3;7;Out;1431120;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;OUT SIDE;;;;Construccion;;Unforced Fitriani Fitriani;;;;
Fitriani Fitriani;Rest Time (41);3;;;1436120;11960;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;2;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Fitriani Fitriani;Rally Time (43);4;;;1448080;7200;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;;;;;;;;;;;
Clara Azurmendi;"-1;24 (1)";4;1;6;1446080;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;6;Clara Azurmendi;Backhand flick;10;Construccion;;;;;;
Fitriani Fitriani;"9;-54 (1)";4;2;9;1447520;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;9;;;;Construccion;;;;;;
Clara Azurmendi;"-13;9 (1)";4;3;1;1447520;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;1;;;;Construccion;;;;;;
Fitriani Fitriani;"-3;-8 (1)";4;4;3;1447520;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;3;;;;Construccion;;;;;;
