Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Rally Outcome;Rest Time;Game Phase;Tipo de recepcion;Barrido Fuerte;Reves;Match Duration
Ania Setien;"5;16 (2)";32;2;3;1612900;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;3;;;;;;Construccion;Modificada;;;
Jennie Gai;"-12;-55 (4)";32;3;12;1612900;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;12;;;;;;Construccion;;;;
Ania Setien;"-12;55 (2)";32;4;9;1612900;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;9;;;;;;Construccion;;;;
Jennie Gai;"13;-16 (3)";32;5;1;1612900;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;1;;;;;;Defence;;;;
Ania Setien;"13;12 (3)";32;6;4;1615816;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;4;;;;;;Defence;;;;
Jennie Gai;"-14;-54 (7)";32;7;12;1616916;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;12;;;;;;Attack;;;;
Ania Setien;"-14;36 (2)";32;8;5;1618600;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;5;;;;;;Defence;;;;
Jennie Gai;"-14;-54 (8)";32;9;12;1618933;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;12;;;;;;Attack;;;;
Ania Setien;"-2;36 (1)";32;10;6;1619583;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;6;;;;;;Defence;;;;
Jennie Gai;"-3;-16 (2)";32;11;3;1620066;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;3;;;;;;Construccion;;;;
Ania Setien;"14;55 (5)";32;12;12;1620066;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;12;;;;;;Defence;;;Reves;
Jennie Gai;"14;1 (2)";32;13;4;1621900;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;NET;;;;Error Ania Setien;;Construccion;;;;
Ania Setien;Rest Time (65);32;;;1624566;12316;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;;QR;2;Orleans Masters 2023;118;74;;;;;;Rest Time;;;;;
Ania Setien;Rally Time (66);33;;;1636883;7250;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;;;;;;;;;;;
Jennie Gai;"2;-27 (2)";33;1;6;1634883;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;6;Jennie Gai;Forehand short service;5;;;Construccion;;;;
Ania Setien;"-3;15 (3)";33;2;2;1635916;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;2;;;;;;Construccion;;;;
Jennie Gai;"-13;-55 (7)";33;3;12;1635916;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;12;;;;;;Defence;;;;
Ania Setien;"-12;9 (1)";33;4;1;1636966;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;1;;;;;;Construccion;;;;
Jennie Gai;"10;-10 (1)";33;5;1;1636966;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;1;;;;;;Construccion;;;;
Ania Setien;"-11;55 (1)";33;6;9;1636966;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;9;;;;;;Construccion;;;;
Jennie Gai;"-14;-39 (3)";33;7;8;1636966;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;8;;;;;;Defence;;;;
Ania Setien;"-14;55 (5)";33;8;9;1640583;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;9;;;;;;Attack;;;;
Jennie Gai;"11;-29 (1)";33;9;5;1642133;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;5;;;;Winner Ania Setien;;Construccion;;;;
Ania Setien;Rest Time (66);33;;;1644133;12150;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;;QR;2;Orleans Masters 2023;118;74;;;;;;Rest Time;;;;;
Ania Setien;Rally Time (67);34;;;1656283;7533;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;;;;;;;;;;;
Ania Setien;"2;26 (4)";34;1;7;1654283;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;7;Ania Setien;Backhand short service;7;;;Construccion;;;;
Jennie Gai;"-8;-17 (3)";34;2;4;1655366;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;4;;;;;;Construccion;;;;
Ania Setien;"14;54 (8)";34;3;12;1655366;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;12;;;;;;Defence;;F;Reves;
Jennie Gai;"-4;-28 (1)";34;4;7;1657383;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;7;;;;;;Construccion;;;;
Ania Setien;"-14;13 (5)";34;5;1;1657383;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;1;;;;;;Defence;;;;
Jennie Gai;"12;-55 (1)";34;6;9;1658733;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;9;;;;;;Attack;;;;
Ania Setien;"15;35 (1)";34;7;8;1659500;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;8;;;;;;Defence;;;;
Jennie Gai;"13;-13 (1)";34;8;1;1660050;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;1;;;;;;Construccion;;;;
Ania Setien;"-19;11 (1)";34;9;Out;1660050;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;OUT SIDE;;;;Unforced Jennie Gai;;Construccion;;;;
Jennie Gai;Rest Time (67);34;;;1663816;11983;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;;QR;2;Orleans Masters 2023;118;74;;;;;;Rest Time;;;;;
Jennie Gai;Rally Time (68);35;;;1675800;14016;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;;;;;;;;;;;
Ania Setien;"-3;25 (7)";35;1;6;1673800;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;6;Ania Setien;Backhand short service;7;;;Construccion;;;;
Jennie Gai;"9;-15 (1)";35;2;1;1674783;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;1;;;;;;Construccion;;;;
Ania Setien;"-14;11 (3)";35;3;1;1674783;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;1;;;;;;Construccion;;;;
Jennie Gai;"-14;-56 (2)";35;4;12;1674783;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;12;;;;;;Defence;;;;
Ania Setien;"-14;55 (6)";35;5;9;1676866;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;9;;;;;;Construccion;;;;
Jennie Gai;"-13;-15 (5)";35;6;4;1676866;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;4;;;;;;Defence;;;;
Ania Setien;"11;55 (1)";35;7;12;1679033;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;12;;;;;;Construccion;;;;
Jennie Gai;"12;-17 (2)";35;8;1;1679033;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;1;;;;;;Defence;;;;
Ania Setien;"10;10 (1)";35;9;4;1680883;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;4;;;;;;Construccion;;;;
Jennie Gai;"14;-9 (1)";35;10;1;1680883;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;1;;;;;;Defence;;;;
Ania Setien;"14;56 (1)";35;11;12;1683166;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;12;;;;;;Attack;;;;
Jennie Gai;"14;-42 (1)";35;12;5;1684633;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;5;;;;;;Defence;;;;
Ania Setien;"10;10 (2)";35;13;4;1685316;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;4;;;;;;Construccion;;;;
Jennie Gai;"-13;-39 (1)";35;14;8;1685316;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;8;;;;;;Attack;;;;
Ania Setien;"-11;34 (1)";35;15;5;1686750;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;5;;;;;;Defence;;;;
Jennie Gai;"-12;2 (1)";35;16;1;1687266;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;NET;;;;Error Ania Setien;;Construccion;;;;
Jennie Gai;Rest Time (68);35;;;1689816;12700;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;;QR;2;Orleans Masters 2023;118;74;;;;;;Rest Time;;;;;
Jennie Gai;Rally Time (69);36;;;1702516;4400;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;;;;;;;;;;;
Jennie Gai;"-3;-27 (4)";36;1;7;1700516;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;7;Jennie Gai;Forehand long service;11;;;Construccion;;;;
Ania Setien;"13;54 (5)";36;2;12;1702516;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;12;;;;;;Attack;;;;
Jennie Gai;"-14;-33 (1)";36;3;8;1702850;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;8;;;;;;Defence;;;;
Ania Setien;"-14;35 (1)";36;4;5;1703716;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;5;;;;;;Attack;;;;
Jennie Gai;"-19;-53 (1)";36;5;Out;1704083;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;OUT SIDE;;;;Unforced Ania Setien;;Construccion;;;;
Ania Setien;Rest Time (69);36;;;1706916;0;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;;QR;2;Orleans Masters 2023;118;74;;;;;;Rest Time;;;;;
Ania Setien;Match Duration (1);36;;;53483;1653433;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;;QR;2;Orleans Masters 2023;118;74;;;;;;Rest Time;;;;;Match Duration
